centre_lat,centre_lon,sounding_count,ch4_bias_corrected_ppb,ch4_raw_ppb
30.0750,119.1750,18,1886.31,1866.63
30.0750,119.4250,17,1892.48,1873.70
30.0750,119.6750,34,1895.06,1875.88
30.0750,119.9250,26,1908.51,1891.34
30.0750,120.1750,34,1903.14,1888.54
30.0750,120.4250,80,1904.35,1891.53
30.0750,120.6750,76,1907.02,1893.11
30.0750,120.9250,66,1904.61,1890.14
30.0750,121.1750,67,1901.15,1889.98
30.0750,121.4250,49,1900.09,1886.30
30.0750,121.6750,3,1912.05,1894.57
30.0750,121.9250,0,,
30.0750,122.1750,0,,
30.0750,122.4250,1,1860.31,1853.18
29.8250,114.9250,20,1891.56,1880.18
29.8250,115.1750,60,1893.18,1879.67
29.8250,115.4250,10,1895.16,1876.63
29.8250,115.6750,7,1893.43,1879.20
29.8250,115.9250,37,1898.15,1886.06
29.8250,116.1750,0,,
29.8250,116.4250,51,1892.46,1876.32
29.8250,116.6750,95,1893.90,1874.90
29.8250,116.9250,70,1887.97,1867.24
29.8250,117.1750,94,1889.92,1864.39
29.8250,117.4250,118,1888.80,1862.80
29.8250,117.6750,79,1892.59,1869.25
29.8250,117.9250,106,1886.65,1863.46
29.8250,118.1750,97,1891.01,1875.33
29.8250,118.4250,121,1890.21,1873.19
29.8250,118.6750,12,1888.74,1869.56
29.8250,118.9250,0,,
29.8250,119.1750,2,1898.64,1872.96
29.8250,119.4250,0,,
29.8250,119.6750,11,1895.30,1878.14
29.8250,119.9250,0,,
29.8250,120.1750,55,1907.20,1892.05
29.8250,120.4250,71,1907.93,1890.22
29.8250,120.6750,11,1909.00,1888.70
29.8250,120.9250,49,1902.37,1883.26
29.8250,121.1750,2,1943.68,1917.24
29.8250,121.4250,76,1897.04,1885.41
29.8250,121.6750,26,1907.93,1896.24
29.8250,121.9250,0,,
29.8250,122.1750,0,,
29.8250,122.4250,1,1879.66,1872.45
29.5750,114.9250,21,1891.52,1875.30
29.5750,115.1750,7,1882.21,1865.24
29.5750,115.4250,3,1891.99,1880.03
29.5750,115.6750,84,1899.81,1884.90
29.5750,115.9250,31,1892.64,1878.11
29.5750,116.1750,10,1889.39,1879.72
29.5750,116.4250,134,1892.89,1878.70
29.5750,116.6750,203,1893.39,1876.81
29.5750,116.9250,121,1892.38,1871.92
29.5750,117.1750,108,1885.90,1862.37
29.5750,117.4250,65,1889.48,1867.28
29.5750,117.6750,0,,
29.5750,117.9250,0,,
29.5750,118.1750,54,1891.37,1872.11
29.5750,118.4250,13,1883.01,1864.41
29.5750,118.6750,10,1898.49,1874.66
29.5750,118.9250,0,,
29.5750,119.1750,0,,
29.5750,119.4250,11,1897.92,1879.61
29.5750,119.6750,3,1903.35,1885.83
29.5750,119.9250,23,1899.32,1885.94
29.5750,120.1750,61,1901.55,1886.02
29.5750,120.4250,26,1902.71,1883.94
29.5750,120.6750,37,1904.18,1891.40
29.5750,120.9250,61,1902.95,1889.42
29.5750,121.1750,0,,
29.5750,121.4250,12,1901.22,1888.64
29.5750,121.6750,1,1862.07,1838.01
29.5750,121.9250,0,,
29.5750,122.1750,1,1844.01,1814.96
29.5750,122.4250,32,1852.74,1845.64
29.3250,114.9250,37,1884.10,1864.35
29.3250,115.1750,13,1890.97,1874.21
29.3250,115.4250,41,1891.03,1872.11
29.3250,115.6750,165,1897.62,1883.37
29.3250,115.9250,36,1894.86,1881.51
29.3250,116.1750,3,1858.81,1845.32
29.3250,116.4250,81,1896.91,1882.49
29.3250,116.6750,68,1893.04,1882.07
29.3250,116.9250,171,1890.67,1874.44
29.3250,117.1750,179,1891.43,1876.06
29.3250,117.4250,109,1886.53,1865.51
29.3250,117.6750,165,1886.38,1862.82
29.3250,117.9250,107,1885.61,1862.33
29.3250,118.1750,0,,
29.3250,118.4250,1,1883.36,1869.29
29.3250,118.6750,18,1884.09,1857.38
29.3250,118.9250,0,,
29.3250,119.1750,20,1889.30,1874.09
29.3250,119.4250,79,1886.73,1873.74
29.3250,119.6750,19,1888.01,1871.46
29.3250,119.9250,59,1897.55,1886.42
29.3250,120.1750,44,1898.78,1888.11
29.3250,120.4250,15,1900.30,1889.02
29.3250,120.6750,6,1907.34,1888.61
29.3250,120.9250,9,1889.66,1869.90
29.3250,121.1750,0,,
29.3250,121.4250,7,1907.83,1894.37
29.3250,121.6750,2,1880.67,1858.70
29.3250,121.9250,0,,
29.3250,122.1750,10,1874.47,1867.28
29.3250,122.4250,28,1861.98,1854.83
29.0750,114.9250,21,1885.90,1865.63
29.0750,115.1750,0,,
29.0750,115.4250,4,1885.26,1863.06
29.0750,115.6750,129,1895.33,1884.16
29.0750,115.9250,61,1903.43,1890.33
29.0750,116.1750,15,1916.62,1896.95
29.0750,116.4250,0,,
29.0750,116.6750,10,1897.83,1886.59
29.0750,116.9250,181,1892.63,1879.98
29.0750,117.1750,175,1892.18,1876.77
29.0750,117.4250,173,1888.89,1870.17
29.0750,117.6750,106,1886.24,1863.25
29.0750,117.9250,79,1884.65,1861.01
29.0750,118.1750,7,1890.50,1866.98
29.0750,118.4250,40,1885.22,1864.53
29.0750,118.6750,50,1887.48,1872.45
29.0750,118.9250,108,1895.36,1883.98
29.0750,119.1750,178,1889.12,1876.30
29.0750,119.4250,138,1887.24,1874.87
29.0750,119.6750,75,1893.36,1881.65
29.0750,119.9250,30,1898.24,1883.29
29.0750,120.1750,42,1895.68,1884.26
29.0750,120.4250,14,1900.00,1884.00
29.0750,120.6750,3,1916.97,1896.44
29.0750,120.9250,10,1897.12,1885.36
29.0750,121.1750,0,,
29.0750,121.4250,1,1861.03,1836.22
29.0750,121.6750,2,1844.78,1818.07
29.0750,121.9250,0,,
29.0750,122.1750,24,1882.27,1875.05
29.0750,122.4250,22,1880.96,1873.74
28.8250,114.9250,0,,
28.8250,115.1750,20,1892.45,1875.65
28.8250,115.4250,168,1897.54,1885.59
28.8250,115.6750,99,1898.57,1888.05
28.8250,115.9250,65,1907.74,1894.71
28.8250,116.1750,45,1903.75,1886.02
28.8250,116.4250,8,1899.53,1889.08
28.8250,116.6750,103,1898.27,1887.25
28.8250,116.9250,189,1895.49,1883.46
28.8250,117.1750,148,1892.38,1878.76
28.8250,117.4250,145,1889.18,1873.78
28.8250,117.6750,43,1885.48,1866.78
28.8250,117.9250,0,,
28.8250,118.1750,15,1891.42,1879.61
28.8250,118.4250,140,1888.05,1872.81
28.8250,118.6750,92,1890.70,1877.52
28.8250,118.9250,63,1899.92,1888.91
28.8250,119.1750,6,1896.19,1877.74
28.8250,119.4250,0,,
28.8250,119.6750,21,1892.07,1877.91
28.8250,119.9250,46,1896.79,1884.94
28.8250,120.1750,39,1889.18,1875.04
28.8250,120.4250,1,1878.35,1859.81
28.8250,120.6750,3,1899.39,1881.48
28.8250,120.9250,14,1889.32,1871.93
28.8250,121.1750,11,1900.48,1886.27
28.8250,121.4250,2,1921.24,1895.76
28.8250,121.6750,1,1886.45,1859.33
28.8250,121.9250,6,1885.22,1872.57
28.8250,122.1750,15,1875.55,1865.42
28.8250,122.4250,29,1865.59,1858.44
28.5750,114.9250,62,1886.47,1863.89
28.5750,115.1750,94,1894.10,1877.22
28.5750,115.4250,188,1897.63,1886.24
28.5750,115.6750,108,1898.14,1886.52
28.5750,115.9250,23,1897.66,1887.93
28.5750,116.1750,4,1911.99,1900.60
28.5750,116.4250,9,1907.18,1896.18
28.5750,116.6750,97,1899.41,1886.54
28.5750,116.9250,149,1894.16,1877.65
28.5750,117.1750,81,1891.04,1873.90
28.5750,117.4250,94,1889.10,1871.20
28.5750,117.6750,49,1885.83,1869.39
28.5750,117.9250,87,1892.42,1878.59
28.5750,118.1750,182,1892.89,1878.84
28.5750,118.4250,197,1891.01,1875.92
28.5750,118.6750,39,1889.36,1874.63
28.5750,118.9250,0,,
28.5750,119.1750,0,,
28.5750,119.4250,2,1882.17,1867.28
28.5750,119.6750,2,1907.97,1891.81
28.5750,119.9250,3,1884.38,1871.43
28.5750,120.1750,12,1897.52,1879.07
28.5750,120.4250,0,,
28.5750,120.6750,0,,
28.5750,120.9250,0,,
28.5750,121.1750,18,1914.87,1903.30
28.5750,121.4250,29,1900.57,1891.69
28.5750,121.6750,0,,
28.5750,121.9250,3,1894.13,1880.23
28.5750,122.1750,14,1862.50,1855.36
28.5750,122.4250,18,1864.36,1857.21
28.3250,114.9250,146,1896.21,1881.97
28.3250,115.1750,172,1897.09,1884.97
28.3250,115.4250,132,1902.01,1891.09
28.3250,115.6750,80,1905.46,1894.46
28.3250,115.9250,112,1902.30,1890.45
28.3250,116.1750,82,1901.30,1890.42
28.3250,116.4250,132,1899.03,1885.27
28.3250,116.6750,154,1895.75,1880.32
28.3250,116.9250,163,1892.62,1881.88
28.3250,117.1750,128,1891.01,1879.51
28.3250,117.4250,126,1890.65,1876.34
28.3250,117.6750,125,1894.33,1881.30
28.3250,117.9250,58,1892.56,1878.51
28.3250,118.1750,126,1894.55,1881.94
28.3250,118.4250,13,1899.56,1882.76
28.3250,118.6750,0,,
28.3250,118.9250,0,,
28.3250,119.1750,0,,
28.3250,119.4250,2,1891.56,1875.07
28.3250,119.6750,9,1889.82,1877.91
28.3250,119.9250,14,1886.60,1875.04
28.3250,120.1750,0,,
28.3250,120.4250,0,,
28.3250,120.6750,0,,
28.3250,120.9250,0,,
28.3250,121.1750,0,,
28.3250,121.4250,15,1907.21,1894.98
28.3250,121.6750,0,,
28.3250,121.9250,9,1870.25,1863.08
28.3250,122.1750,12,1853.92,1846.81
28.3250,122.4250,12,1855.47,1848.35
28.0750,114.9250,112,1902.08,1887.00
28.0750,115.1750,197,1900.42,1888.67
28.0750,115.4250,134,1906.01,1896.16
28.0750,115.6750,182,1909.86,1898.66
28.0750,115.9250,167,1903.83,1888.41
28.0750,116.1750,148,1903.38,1889.42
28.0750,116.4250,153,1899.16,1888.41
28.0750,116.6750,168,1894.94,1878.63
28.0750,116.9250,147,1892.25,1875.57
28.0750,117.1750,71,1893.76,1877.33
28.0750,117.4250,9,1885.65,1861.95
28.0750,117.6750,18,1896.90,1878.73
28.0750,117.9250,10,1892.09,1875.04
28.0750,118.1750,0,,
28.0750,118.4250,13,1888.06,1872.04
28.0750,118.6750,0,,
28.0750,118.9250,0,,
28.0750,119.1750,0,,
28.0750,119.4250,0,,
28.0750,119.6750,0,,
28.0750,119.9250,0,,
28.0750,120.1750,0,,
28.0750,120.4250,0,,
28.0750,120.6750,1,1920.53,1910.77
28.0750,120.9250,0,,
28.0750,121.1750,0,,
28.0750,121.4250,6,1868.13,1860.96
28.0750,121.6750,27,1871.90,1863.89
28.0750,121.9250,26,1870.87,1863.70
28.0750,122.1750,12,1853.79,1846.68
28.0750,122.4250,8,1881.88,1874.67
27.8250,114.9250,145,1903.76,1891.07
27.8250,115.1750,190,1902.36,1888.58
27.8250,115.4250,107,1910.04,1897.61
27.8250,115.6750,31,1899.65,1883.24
27.8250,115.9250,107,1896.52,1879.08
27.8250,116.1750,156,1900.37,1887.55
27.8250,116.4250,132,1897.99,1884.16
27.8250,116.6750,164,1898.73,1883.06
27.8250,116.9250,41,1894.35,1872.62
27.8250,117.1750,1,1845.77,1829.48
27.8250,117.4250,0,,
27.8250,117.6750,0,,
27.8250,117.9250,2,1926.71,1912.03
27.8250,118.1750,0,,
27.8250,118.4250,5,1894.96,1881.40
27.8250,118.6750,12,1887.28,1868.51
27.8250,118.9250,0,,
27.8250,119.1750,0,,
27.8250,119.4250,0,,
27.8250,119.6750,0,,
27.8250,119.9250,8,1893.51,1873.66
27.8250,120.1750,0,,
27.8250,120.4250,6,1903.95,1891.76
27.8250,120.6750,4,1906.86,1893.97
27.8250,120.9250,0,,
27.8250,121.1750,4,1860.22,1853.08
27.8250,121.4250,28,1860.25,1853.11
27.8250,121.6750,33,1869.78,1862.61
27.8250,121.9250,19,1872.13,1864.95
27.8250,122.1750,17,1863.14,1856.00
27.8250,122.4250,21,1871.18,1864.01
27.5750,114.9250,165,1899.91,1879.66
27.5750,115.1750,129,1901.79,1882.89
27.5750,115.4250,105,1902.90,1884.45
27.5750,115.6750,94,1897.21,1879.32
27.5750,115.9250,54,1895.25,1878.33
27.5750,116.1750,102,1897.51,1878.35
27.5750,116.4250,30,1897.84,1877.15
27.5750,116.6750,87,1897.74,1876.96
27.5750,116.9250,15,1888.46,1863.53
27.5750,117.1750,18,1891.12,1870.60
27.5750,117.4250,10,1889.61,1874.56
27.5750,117.6750,0,,
27.5750,117.9250,40,1894.81,1873.82
27.5750,118.1750,24,1892.39,1873.21
27.5750,118.4250,0,,
27.5750,118.6750,20,1889.91,1865.04
27.5750,118.9250,0,,
27.5750,119.1750,0,,
27.5750,119.4250,0,,
27.5750,119.6750,0,,
27.5750,119.9250,0,,
27.5750,120.1750,0,,
27.5750,120.4250,23,1894.49,1883.27
27.5750,120.6750,1,1842.75,1835.68
27.5750,120.9250,5,1858.97,1846.94
27.5750,121.1750,12,1862.33,1855.19
27.5750,121.4250,43,1861.05,1853.91
27.5750,121.6750,32,1862.56,1855.41
27.5750,121.9250,14,1868.33,1861.17
27.5750,122.1750,18,1873.39,1866.20
27.5750,122.4250,18,1877.80,1870.60
27.3250,114.9250,153,1899.72,1887.27
27.3250,115.1750,71,1904.77,1887.46
27.3250,115.4250,164,1896.12,1878.78
27.3250,115.6750,145,1898.88,1879.26
27.3250,115.9250,49,1894.46,1877.66
27.3250,116.1750,10,1891.02,1869.79
27.3250,116.4250,29,1898.15,1884.09
27.3250,116.6750,118,1901.45,1881.68
27.3250,116.9250,89,1886.34,1867.23
27.3250,117.1750,8,1886.25,1864.61
27.3250,117.4250,26,1902.81,1882.64
27.3250,117.6750,7,1907.01,1885.02
27.3250,117.9250,67,1900.93,1878.03
27.3250,118.1750,82,1897.50,1877.07
27.3250,118.4250,2,1913.89,1893.51
27.3250,118.6750,0,,
27.3250,118.9250,3,1850.89,1830.35
27.3250,119.1750,26,1890.68,1868.15
27.3250,119.4250,0,,
27.3250,119.6750,0,,
27.3250,119.9250,0,,
27.3250,120.1750,1,1876.79,1857.49
27.3250,120.4250,2,1880.80,1864.03
27.3250,120.6750,8,1858.89,1851.76
27.3250,120.9250,27,1853.03,1845.93
27.3250,121.1750,37,1861.43,1854.29
27.3250,121.4250,38,1858.60,1851.47
27.3250,121.6750,21,1864.19,1857.04
27.3250,121.9250,25,1867.22,1860.06
27.3250,122.1750,15,1876.34,1869.15
27.3250,122.4250,4,1878.02,1870.82
27.0750,114.9250,131,1905.67,1893.52
27.0750,115.1750,49,1903.01,1883.41
27.0750,115.4250,136,1898.74,1877.72
27.0750,115.6750,59,1897.89,1879.73
27.0750,115.9250,2,1890.93,1869.16
27.0750,116.1750,10,1901.42,1879.23
27.0750,116.4250,67,1896.59,1880.51
27.0750,116.6750,100,1899.03,1880.12
27.0750,116.9250,21,1891.11,1871.47
27.0750,117.1750,18,1895.21,1874.46
27.0750,117.4250,8,1883.59,1858.80
27.0750,117.6750,16,1888.88,1863.79
27.0750,117.9250,6,1894.95,1871.10
27.0750,118.1750,25,1886.90,1865.90
27.0750,118.4250,24,1906.24,1887.94
27.0750,118.6750,7,1883.89,1866.47
27.0750,118.9250,6,1867.18,1848.31
27.0750,119.1750,3,1890.58,1869.19
27.0750,119.4250,0,,
27.0750,119.6750,0,,
27.0750,119.9250,0,,
27.0750,120.1750,0,,
27.0750,120.4250,7,1859.29,1841.97
27.0750,120.6750,19,1875.82,1866.13
27.0750,120.9250,21,1852.17,1845.06
27.0750,121.1750,29,1859.09,1851.96
27.0750,121.4250,33,1861.64,1854.50
27.0750,121.6750,29,1862.25,1855.11
27.0750,121.9250,11,1863.79,1856.64
27.0750,122.1750,1,1849.41,1842.31
27.0750,122.4250,2,1863.21,1856.06
