centre_lat,centre_lon,sounding_count,ch4_bias_corrected_ppb,ch4_raw_ppb,impervious_fraction,impervious_coverage,rice_fraction_single,rice_fraction_combined,rice_coverage,province_share_outside,share_anhui,share_jiangsu,share_shanghai,share_zhejiang
33.075,120.675,99,1890.58,1879.92,0.130347,0.9996,0.248484,0.248484,0.975,0.025,,0.975,,
33.075,120.925,5,1913.12,1886.23,0.011657,1.0007,0.205463,0.205463,0.1414,0.8585,,0.1415,,
33.075,121.425,7,1856.39,1849.27,0.0,0.9996,,,0.0,1.0,,,,
33.075,121.675,28,1860.2,1853.07,0.0,1.0007,,,0.0,1.0,,,,
33.075,121.925,42,1858.82,1851.69,0.0,1.0007,,,0.0,1.0,,,,
33.075,122.175,47,1859.17,1852.04,0.0,0.9996,,,0.0,1.0,,,,
33.075,122.425,57,1866.96,1859.8,0.0,1.0007,,,0.0,1.0,,,,
32.825,114.925,285,1893.74,1887.11,0.182055,0.9996,,,0.0,0.9758,0.0242,,,
32.825,115.175,332,1894.06,1886.98,0.058076,1.0007,0.0,0.0,0.1272,0.418,0.582,,,
32.825,115.425,347,1893.66,1888.2,0.079412,1.0007,0.048296,0.048296,1.0,0.0,1.0,,,
32.825,115.675,321,1895.23,1890.02,0.188386,0.9996,0.092489,0.092489,1.0,0.0,1.0,,,
32.825,115.925,345,1895.54,1889.89,0.253354,1.0007,0.063976,0.063976,1.0,0.0,1.0,,,
32.825,116.175,224,1896.31,1889.33,0.122004,1.0007,0.081561,0.081561,1.0,0.0,1.0,,,
32.825,116.425,177,1902.07,1891.2,0.142088,0.9996,0.337144,0.337144,1.0,0.0,1.0,,,
32.825,116.675,167,1903.05,1889.7,0.132174,1.0007,0.304784,0.304784,1.0,0.0,1.0,,,
32.825,116.925,188,1901.5,1886.89,0.110368,1.0007,0.546074,0.546074,0.9996,0.0,1.0,,,
32.825,117.175,145,1901.16,1890.86,0.188178,0.9996,0.216922,0.216922,1.0,0.0,1.0,,,
32.825,117.425,243,1894.26,1886.25,0.24673,1.0007,0.2065,0.2065,1.0,0.0,1.0,,,
32.825,117.675,223,1894.54,1885.5,0.084376,1.0007,0.290075,0.290075,1.0,0.0,1.0,,,
32.825,117.925,142,1893.58,1884.49,0.112816,0.9996,0.234927,0.234927,1.0,0.0,1.0,,,
32.825,118.175,127,1892.03,1882.7,0.051364,1.0007,0.280832,0.280832,1.0001,0.0,0.9048,0.0952,,
32.825,118.425,200,1889.38,1877.47,0.017449,1.0007,0.195025,0.195025,1.0,0.0,0.1674,0.8326,,
32.825,118.675,189,1887.71,1875.93,0.029956,0.9996,0.410541,0.410541,0.9999,0.0,0.2546,0.7454,,
32.825,118.925,202,1889.27,1877.9,0.105945,1.0007,0.40401,0.40401,1.0,0.0,0.9491,0.0509,,
32.825,119.175,7,1891.73,1881.93,0.072759,1.0007,0.206572,0.206572,1.0001,0.0,0.2671,0.7329,,
32.825,119.425,31,1887.73,1872.91,0.14928,0.9996,0.237606,0.237606,1.0,0.0,,1.0,,
32.825,119.675,244,1889.23,1875.93,0.091191,1.0007,0.32146,0.32146,1.0,0.0,,1.0,,
32.825,119.925,222,1891.35,1878.96,0.171195,0.9996,0.365174,0.365174,1.0,0.0,,1.0,,
32.825,120.175,198,1892.45,1881.43,0.220537,1.0007,0.274564,0.274564,1.0,0.0,,1.0,,
32.825,120.425,181,1890.49,1881.43,0.212628,1.0007,0.124462,0.124462,1.0,0.0,,1.0,,
32.825,120.675,157,1888.56,1878.11,0.180561,0.9996,0.139698,0.139698,1.0,0.0,,1.0,,
32.825,120.925,19,1897.28,1883.49,0.040111,1.0007,0.284146,0.284146,0.347,0.6529,,0.3471,,
32.825,121.425,2,1860.04,1852.9,0.0,0.9996,,,0.0,1.0,,,,
32.825,121.675,26,1856.06,1848.94,0.0,1.0007,,,0.0,1.0,,,,
32.825,121.925,40,1855.18,1848.06,0.0,1.0007,,,0.0,1.0,,,,
32.825,122.175,49,1857.49,1850.37,0.0,0.9996,,,0.0,1.0,,,,
32.825,122.425,50,1864.79,1857.63,0.0,1.0007,,,0.0,1.0,,,,
32.575,114.925,298,1896.29,1889.47,0.099703,0.9986,,,0.0,1.0,,,,
32.575,115.175,345,1892.65,1885.91,0.065218,0.9996,0.058227,0.058227,0.0641,0.8166,0.1834,,,
32.575,115.425,342,1894.73,1888.23,0.115502,0.9996,0.125508,0.125508,0.7398,0.2602,0.7398,,,
32.575,115.675,315,1895.62,1888.43,0.114324,0.9986,0.199959,0.199959,0.9358,0.0641,0.9359,,,
32.575,115.925,226,1898.11,1889.31,0.095835,0.9996,0.25104,0.25104,0.8959,0.1041,0.8959,,,
32.575,116.175,161,1902.36,1892.78,0.135251,0.9996,0.212437,0.212437,1.0,0.0,1.0,,,
32.575,116.425,135,1906.13,1895.72,0.106037,0.9986,0.264426,0.264426,1.0,0.0,1.0,,,
32.575,116.675,105,1907.11,1896.01,0.11301,0.9996,0.28403,0.28403,1.0,0.0,1.0,,,
32.575,116.925,85,1907.46,1898.34,0.266324,0.9996,0.24939,0.24939,0.9996,0.0,1.0,,,
32.575,117.175,171,1903.97,1893.94,0.199092,0.9986,0.28372,0.28372,1.0,0.0,1.0,,,
32.575,117.425,227,1895.21,1885.92,0.029566,0.9996,0.241402,0.241402,1.0,0.0,1.0,,,
32.575,117.675,213,1892.4,1882.32,0.050841,0.9996,0.180507,0.180507,1.0,0.0,1.0,,,
32.575,117.925,245,1891.12,1882.55,0.034997,0.9986,0.213664,0.213664,1.0,0.0,1.0,,,
32.575,118.175,283,1888.01,1876.97,0.0099,0.9996,0.265725,0.265725,1.0,0.0,1.0,,,
32.575,118.425,297,1889.33,1878.84,0.021334,0.9996,0.271845,0.271845,1.0,0.0,1.0,,,
32.575,118.675,244,1886.9,1876.01,0.123493,0.9986,0.319611,0.319611,1.0001,0.0,0.516,0.484,,
32.575,118.925,219,1890.95,1879.54,0.128418,0.9996,0.306711,0.306711,1.0,0.0,0.5807,0.4193,,
32.575,119.175,218,1890.55,1880.83,0.159687,0.9996,0.382301,0.382301,1.0002,0.0,0.453,0.547,,
32.575,119.425,64,1889.05,1880.15,0.243967,0.9986,0.303295,0.303295,1.0,0.0,,1.0,,
32.575,119.675,247,1889.71,1878.64,0.13249,0.9996,0.332175,0.332175,1.0,0.0,,1.0,,
32.575,119.925,248,1891.48,1880.5,0.246506,0.9986,0.299862,0.299862,1.0,0.0,,1.0,,
32.575,120.175,203,1894.5,1883.53,0.243501,0.9996,0.321258,0.321258,1.0,0.0,,1.0,,
32.575,120.425,147,1894.2,1885.26,0.285018,0.9996,0.172815,0.172815,1.0,0.0,,1.0,,
32.575,120.675,146,1890.34,1880.53,0.212387,0.9986,0.219377,0.219377,1.0,0.0,,1.0,,
32.575,120.925,40,1892.79,1883.17,0.132509,0.9996,0.225085,0.225085,0.721,0.279,,0.721,,
32.575,121.175,2,1915.91,1892.05,0.063646,0.9996,0.159214,0.159214,0.158,0.8421,,0.1579,,
32.575,121.425,3,1854.01,1846.9,0.001392,0.9986,,,0.0,1.0,,,,
32.575,121.675,27,1856.21,1849.1,0.0,0.9996,,,0.0,1.0,,,,
32.575,121.925,39,1858.17,1851.04,0.0,0.9996,,,0.0,1.0,,,,
32.575,122.175,47,1854.41,1847.3,0.0,0.9986,,,0.0,1.0,,,,
32.575,122.425,33,1856.27,1849.15,0.0,0.9996,,,0.0,1.0,,,,
32.325,114.925,305,1896.96,1889.99,0.063272,0.9996,,,0.0,1.0,,,,
32.325,115.175,284,1893.59,1884.6,0.05927,1.0007,,,0.0,1.0,,,,
32.325,115.425,298,1895.44,1886.36,0.078675,1.0007,0.123301,0.123301,0.0201,0.9799,0.0201,,,
32.325,115.675,296,1895.16,1887.12,0.087398,0.9996,0.147933,0.147933,0.0724,0.9275,0.0725,,,
32.325,115.925,236,1896.63,1887.32,0.101929,1.0007,0.259102,0.259102,0.6202,0.38,0.62,,,
32.325,116.175,54,1898.59,1886.89,0.075212,1.0007,0.21781,0.21781,1.0,0.0,1.0,,,
32.325,116.425,40,1901.23,1891.97,0.047571,0.9996,0.244028,0.244028,1.0,0.0,1.0,,,
32.325,116.675,86,1900.23,1889.34,0.043294,1.0007,0.456294,0.456294,1.0,0.0,1.0,,,
32.325,116.925,15,1927.21,1911.68,0.048885,1.0007,0.406209,0.406209,0.9996,0.0,1.0,,,
32.325,117.175,221,1900.04,1890.28,0.104162,0.9996,0.439225,0.439225,1.0,0.0,1.0,,,
32.325,117.425,264,1898.82,1888.15,0.034035,1.0007,0.269445,0.269445,1.0,0.0,1.0,,,
32.325,117.675,230,1891.91,1881.37,0.012582,1.0007,0.262369,0.262369,1.0,0.0,1.0,,,
32.325,117.925,268,1890.03,1878.9,0.006575,0.9996,0.252227,0.252227,1.0,0.0,1.0,,,
32.325,118.175,243,1890.19,1879.31,0.041447,1.0007,0.166743,0.166743,1.0,0.0,1.0,,,
32.325,118.425,187,1893.55,1884.47,0.217667,1.0007,0.252899,0.252899,1.0,0.0,0.9995,0.0005,,
32.325,118.675,259,1895.3,1885.23,0.297999,0.9996,0.260644,0.260644,1.0002,0.0,0.4374,0.5626,,
32.325,118.925,227,1894.02,1883.1,0.2586,1.0007,0.224797,0.224797,1.0,0.0,,1.0,,
32.325,119.175,153,1891.89,1881.71,0.266726,1.0007,0.29633,0.29633,1.0,0.0,0.0012,0.9988,,
32.325,119.425,133,1889.61,1880.85,0.489556,0.9996,0.174541,0.174541,1.0,0.0,,1.0,,
32.325,119.675,84,1893.26,1883.64,0.236659,1.0007,0.248958,0.248958,0.8289,0.171,,0.829,,
32.325,119.925,165,1891.64,1883.15,0.327948,0.9996,0.233432,0.233432,0.9148,0.0851,,0.9149,,
32.325,120.175,233,1892.26,1882.93,0.222329,1.0007,0.351378,0.351378,1.0,0.0,,1.0,,
32.325,120.425,174,1893.77,1884.56,0.258593,1.0007,0.279145,0.279145,1.0,0.0,,1.0,,
32.325,120.675,148,1893.11,1882.7,0.231242,0.9996,0.30748,0.30748,1.0,0.0,,1.0,,
32.325,120.925,131,1894.7,1884.49,0.144776,1.0007,0.45625,0.45625,1.0,0.0,,1.0,,
32.325,121.175,87,1894.8,1886.7,0.268188,1.0007,0.258796,0.258796,0.9963,0.0037,,0.9963,,
32.325,121.425,4,1898.69,1888.66,0.098092,0.9996,0.084201,0.084201,0.3354,0.6645,,0.3355,,
32.325,121.675,11,1856.33,1849.21,0.0,1.0007,,,0.0,1.0,,,,
32.325,121.925,34,1856.21,1849.09,0.0,1.0007,,,0.0,1.0,,,,
32.325,122.175,43,1859.99,1852.86,0.0,0.9996,,,0.0,1.0,,,,
32.325,122.425,32,1854.29,1847.18,0.0,1.0007,,,0.0,1.0,,,,
32.075,114.925,257,1895.01,1886.08,0.11243,0.9996,,,0.0,1.0,,,,
32.075,115.175,303,1895.11,1884.97,0.078767,1.0007,,,0.0,1.0,,,,
32.075,115.425,322,1893.84,1884.49,0.08167,1.0007,,,0.0,1.0,,,,
32.075,115.675,296,1893.15,1884.66,0.136357,0.9996,,,0.0,1.0,,,,
32.075,115.925,295,1893.19,1883.61,0.058463,1.0007,0.233704,0.233704,0.5139,0.4863,0.5137,,,
32.075,116.175,258,1892.53,1882.06,0.054453,1.0007,0.230312,0.230312,1.0,0.0,1.0,,,
32.075,116.425,227,1894.08,1884.79,0.063738,0.9996,0.297457,0.297457,1.0,0.0,1.0,,,
32.075,116.675,282,1897.85,1888.67,0.046832,1.0007,0.547983,0.547983,1.0,0.0,1.0,,,
32.075,116.925,306,1898.02,1889.33,0.102819,1.0007,0.490114,0.490114,0.9996,0.0,1.0,,,
32.075,117.175,290,1896.59,1887.18,0.198231,0.9996,0.337276,0.337276,1.0,0.0,1.0,,,
32.075,117.425,278,1896.43,1886.29,0.088937,1.0007,0.228886,0.228886,1.0,0.0,1.0,,,
32.075,117.675,318,1896.57,1885.62,0.014778,1.0007,0.352731,0.352731,1.0,0.0,1.0,,,
32.075,117.925,260,1893.77,1881.29,0.01047,0.9996,0.335915,0.335915,1.0,0.0,1.0,,,
32.075,118.175,250,1896.24,1884.87,0.056721,1.0007,0.305396,0.305396,1.0,0.0,1.0,,,
32.075,118.425,241,1895.28,1883.63,0.105851,1.0007,0.166682,0.166682,1.0002,0.0,0.5112,0.4888,,
32.075,118.675,133,1895.94,1885.26,0.465682,0.9996,0.054803,0.054803,1.0,0.0,,1.0,,
32.075,118.925,185,1896.1,1885.93,0.460821,1.0007,0.0411,0.0411,1.0,0.0,,1.0,,
32.075,119.175,218,1897.55,1886.76,0.186228,1.0007,0.121329,0.121329,1.0,0.0,,1.0,,
32.075,119.425,231,1893.04,1883.13,0.324036,0.9996,0.16437,0.16437,1.0,0.0,,1.0,,
32.075,119.675,181,1892.99,1883.42,0.375728,1.0007,0.194388,0.194388,0.9648,0.0352,,0.9648,,
32.075,119.925,77,1890.32,1880.95,0.340872,0.9996,0.249002,0.249002,0.7739,0.2262,,0.7738,,
32.075,120.175,146,1895.22,1884.96,0.357377,1.0007,0.387805,0.387805,0.9853,0.0147,,0.9853,,
32.075,120.425,60,1894.73,1885.59,0.314291,1.0007,0.279794,0.279794,0.7519,0.2481,,0.7519,,
32.075,120.675,37,1894.63,1886.04,0.344057,0.9996,0.216569,0.216569,0.716,0.284,,0.716,,
32.075,120.925,67,1893.01,1885.25,0.562265,1.0007,0.163996,0.163996,0.942,0.058,,0.942,,
32.075,121.175,114,1889.42,1881.35,0.45989,1.0007,0.098405,0.098405,1.0,0.0,,1.0,,
32.075,121.425,65,1885.51,1877.37,0.334198,0.9996,0.135241,0.135241,0.812,0.188,,0.812,,
32.075,121.675,7,1891.27,1884.26,0.182219,1.0007,0.095052,0.095052,0.3802,0.6198,,0.3802,,
32.075,121.925,20,1855.7,1848.58,2.9e-05,1.0007,0.136568,0.136568,0.0038,0.9961,,0.0039,,
32.075,122.175,34,1851.78,1844.68,0.0,0.9996,,,0.0,1.0,,,,
32.075,122.425,24,1846.61,1839.52,0.0,1.0007,,,0.0,1.0,,,,
31.825,114.925,250,1893.5,1882.82,0.045661,0.9986,,,0.0,1.0,,,,
31.825,115.175,282,1890.73,1879.56,0.038891,0.9996,,,0.0,1.0,,,,
31.825,115.425,232,1890.66,1879.03,0.055367,0.9996,0.0,0.0,0.0194,0.9806,0.0194,,,
31.825,115.675,134,1888.99,1878.35,0.024601,0.9986,0.013949,0.013949,0.3099,0.6902,0.3098,,,
31.825,115.925,226,1891.35,1882.81,0.127582,0.9996,0.159908,0.159908,0.7309,0.2693,0.7307,,,
31.825,116.175,312,1889.9,1879.65,0.051104,0.9996,0.318024,0.318024,1.0,0.0,1.0,,,
31.825,116.425,261,1894.7,1886.22,0.202387,0.9986,0.325879,0.325879,1.0,0.0,1.0,,,
31.825,116.675,273,1896.67,1888.67,0.117519,0.9996,0.401611,0.401611,1.0,0.0,1.0,,,
31.825,116.925,307,1895.09,1885.75,0.107926,0.9996,0.476042,0.476042,0.9996,0.0,1.0,,,
31.825,117.175,162,1900.48,1891.23,0.570696,0.9986,0.131411,0.131411,1.0,0.0,1.0,,,
31.825,117.425,132,1899.13,1891.14,0.399337,0.9996,0.118596,0.118596,1.0,0.0,1.0,,,
31.825,117.675,230,1895.91,1886.33,0.036832,0.9996,0.382414,0.382414,1.0,0.0,1.0,,,
31.825,117.925,194,1895.37,1883.48,0.015387,0.9986,0.367368,0.367368,1.0,0.0,1.0,,,
31.825,118.175,224,1894.89,1883.67,0.045702,0.9996,0.255019,0.255019,1.0,0.0,1.0,,,
31.825,118.425,132,1898.04,1888.14,0.188138,0.9996,0.171531,0.171531,1.0001,0.0,0.7007,0.2993,,
31.825,118.675,167,1896.93,1885.99,0.26511,0.9986,0.093598,0.093598,1.0,0.0,0.058,0.942,,
31.825,118.925,173,1893.26,1884.21,0.315661,0.9996,0.159006,0.159006,1.0,0.0,,1.0,,
31.825,119.175,228,1895.8,1884.76,0.115097,0.9996,0.198666,0.198666,1.0,0.0,,1.0,,
31.825,119.425,282,1892.89,1879.71,0.125957,0.9986,0.286229,0.286229,1.0,0.0,,1.0,,
31.825,119.675,186,1894.4,1883.82,0.306392,0.9996,0.192754,0.192754,1.0,0.0,,1.0,,
31.825,119.925,66,1895.17,1887.36,0.714313,0.9986,0.024348,0.024348,0.9967,0.0033,,0.9967,,
31.825,120.175,122,1894.9,1886.25,0.591138,0.9996,0.059797,0.059797,0.8955,0.1045,,0.8955,,
31.825,120.425,121,1893.17,1884.8,0.629283,0.9996,0.078444,0.078444,0.9976,0.0024,,0.9976,,
31.825,120.675,97,1892.81,1884.09,0.494232,0.9986,0.187864,0.187864,0.9465,0.0535,,0.9465,,
31.825,120.925,10,1889.23,1879.78,0.338541,0.9996,0.082431,0.082431,0.5124,0.4876,,0.5124,,
31.825,121.175,16,1889.58,1882.71,0.287781,0.9996,0.145795,0.145795,0.6474,0.3524,,0.4645,0.1831,
31.825,121.425,19,1886.74,1877.06,0.250991,0.9986,0.171215,0.171215,0.8162,0.1839,,0.4628,0.3533,
31.825,121.675,39,1886.23,1879.27,0.433001,0.9996,0.064594,0.064594,0.8859,0.114,,0.8775,0.0084,
31.825,121.925,6,1859.55,1849.07,0.133823,0.9996,0.09492,0.09492,0.3269,0.6728,,0.3272,,
31.825,122.175,20,1855.05,1847.94,0.0,0.9986,,,0.0,1.0,,,,
31.825,122.425,23,1841.79,1834.72,0.0,0.9996,,,0.0,1.0,,,,
31.575,114.925,87,1888.8,1873.07,0.020836,0.9996,,,0.0,1.0,,,,
31.575,115.175,33,1882.1,1867.77,0.002905,1.0007,,,0.0,1.0,,,,
31.575,115.425,21,1875.38,1860.35,0.001662,1.0007,0.012677,0.012677,0.4609,0.5394,0.4606,,,
31.575,115.675,54,1876.73,1859.7,0.005343,0.9996,0.025563,0.025563,1.0,0.0,1.0,,,
31.575,115.925,42,1876.32,1857.86,0.007885,1.0007,0.013549,0.013549,1.0,0.0,1.0,,,
31.575,116.175,156,1888.47,1874.93,0.011063,1.0007,0.07074,0.07074,1.0,0.0,1.0,,,
31.575,116.425,267,1891.02,1880.33,0.069961,0.9996,0.215983,0.215983,1.0,0.0,1.0,,,
31.575,116.675,314,1893.96,1883.68,0.070516,1.0007,0.35514,0.355337,1.0,0.0,1.0,,,
31.575,116.925,305,1893.83,1883.74,0.122299,1.0007,0.471532,0.492414,0.9996,0.0,1.0,,,
31.575,117.175,142,1896.68,1883.74,0.112802,0.9996,0.402651,0.460307,1.0,0.0,1.0,,,
31.575,117.425,18,1888.37,1870.15,0.040233,1.0007,0.119914,0.165252,1.0,0.0,1.0,,,
31.575,117.675,5,1897.23,1880.09,0.036681,1.0007,0.123146,0.124241,1.0,0.0,1.0,,,
31.575,117.925,126,1893.78,1881.88,0.128493,0.9996,0.174724,0.177853,1.0,0.0,1.0,,,
31.575,118.175,223,1894.61,1884.31,0.054424,1.0007,0.283715,0.283715,1.0,0.0,1.0,,,
31.575,118.425,115,1895.37,1885.02,0.296564,1.0007,0.138098,0.140378,1.0,0.0,1.0,,,
31.575,118.675,202,1893.53,1879.18,0.110895,0.9996,0.156294,0.156294,1.0001,0.0,0.8972,0.1028,,
31.575,118.925,78,1890.87,1880.34,0.137637,1.0007,0.131256,0.131256,1.0001,0.0,0.1992,0.8008,,
31.575,119.175,241,1895.77,1883.51,0.084133,1.0007,0.169273,0.169273,1.0,0.0,,1.0,,
31.575,119.425,134,1896.71,1884.46,0.124596,0.9996,0.236876,0.236876,1.0,0.0,,1.0,,
31.575,119.675,42,1893.37,1880.41,0.280372,1.0007,0.122484,0.122484,1.0,0.0,,1.0,,
31.575,119.925,32,1907.09,1898.93,0.360031,0.9996,0.10986,0.10986,1.0,0.0,,1.0,,
31.575,120.175,50,1895.86,1888.34,0.544554,1.0007,0.024491,0.024491,1.0,0.0,,1.0,,
31.575,120.425,66,1891.4,1883.83,0.675263,1.0007,0.051038,0.051038,1.0,0.0,,1.0,,
31.575,120.675,18,1890.14,1879.81,0.455364,0.9996,0.101783,0.101783,1.0,0.0,,1.0,,
31.575,120.925,71,1888.81,1879.55,0.412466,1.0007,0.140006,0.140006,1.0,0.0,,1.0,,
31.575,121.175,58,1896.15,1887.69,0.423436,1.0007,0.116912,0.116912,0.7869,0.2131,,0.7344,0.0525,
31.575,121.425,9,1894.79,1879.59,0.189055,0.9996,0.135505,0.135505,0.4333,0.5665,,0.0117,0.4218,
31.575,121.675,1,1865.55,1843.65,0.195418,1.0007,0.162221,0.162221,0.6088,0.3912,,0.0004,0.6085,
31.575,122.175,1,1856.65,1849.53,0.0,0.9996,,,0.0,1.0,,,,
31.575,122.425,13,1845.56,1838.48,0.0,1.0007,,,0.0,1.0,,,,
31.325,114.925,228,1885.17,1874.66,0.026789,0.9996,,,0.0,1.0,,,,
31.325,115.175,74,1887.7,1877.43,0.023071,1.0007,,,0.0,1.0,,,,
31.325,115.675,1,1914.85,1888.93,0.001826,0.9996,0.013221,0.013221,0.978,0.022,0.978,,,
31.325,116.175,27,1888.32,1874.68,0.013037,1.0007,0.02108,0.02108,1.0,0.0,1.0,,,
31.325,116.425,82,1887.0,1873.43,0.040056,0.9996,0.073898,0.073994,1.0,0.0,1.0,,,
31.325,116.675,164,1889.43,1875.75,0.036771,1.0007,0.164485,0.18092,1.0,0.0,1.0,,,
31.325,116.925,203,1890.82,1879.08,0.081341,1.0007,0.248378,0.277729,0.9996,0.0,1.0,,,
31.325,117.175,233,1891.29,1880.47,0.146444,0.9996,0.17837,0.342049,1.0,0.0,1.0,,,
31.325,117.425,209,1891.17,1879.15,0.09181,1.0007,0.259904,0.401856,1.0,0.0,1.0,,,
31.325,117.675,220,1894.14,1882.98,0.023852,1.0007,0.336076,0.377301,1.0,0.0,1.0,,,
31.325,117.925,201,1895.39,1883.38,0.063755,0.9996,0.307189,0.356284,1.0,0.0,1.0,,,
31.325,118.175,128,1895.8,1883.46,0.150858,1.0007,0.184427,0.241033,1.0,0.0,1.0,,,
31.325,118.425,159,1897.35,1886.42,0.299502,1.0007,0.154309,0.194874,1.0,0.0,1.0,,,
31.325,118.675,247,1893.4,1874.46,0.073265,0.9996,0.098,0.110651,1.0001,0.0,0.9093,0.0907,,
31.325,118.925,43,1893.93,1878.54,0.148739,1.0007,0.101458,0.109075,1.0,0.0,0.1653,0.8347,,
31.325,119.175,208,1890.27,1878.61,0.081114,1.0007,0.267941,0.297317,1.0,0.0,0.2602,0.7398,,
31.325,119.425,173,1890.45,1878.89,0.154554,0.9996,0.158018,0.160885,1.0001,0.0,0.0699,0.9301,,
31.325,119.675,93,1896.04,1883.54,0.209367,1.0007,0.151099,0.151099,1.0,0.0,,1.0,,
31.325,119.925,15,1893.68,1884.88,0.268348,0.9996,0.101362,0.101362,1.0,0.0,,1.0,,
31.325,120.175,2,1946.6,1939.13,0.030667,1.0007,0.005247,0.005247,1.0,0.0,,1.0,,
31.325,120.425,14,1902.27,1894.98,0.421654,1.0007,0.028271,0.028271,1.0,0.0,,1.0,,
31.325,120.675,24,1898.83,1889.37,0.632074,0.9996,0.031227,0.031227,1.0,0.0,,1.0,,
31.325,120.925,31,1895.53,1888.66,0.525271,1.0007,0.080677,0.080677,1.0,0.0,,1.0,,
31.325,121.175,97,1894.45,1886.56,0.675102,1.0007,0.056388,0.056388,0.9998,0.0,,0.2798,0.7202,
31.325,121.425,49,1897.36,1888.66,0.819157,0.9996,0.000561,0.000561,0.9056,0.0945,,,0.9055,
31.325,121.675,6,1884.51,1870.65,0.415085,1.0007,0.015727,0.015727,0.5181,0.4822,,,0.5178,
31.325,122.175,3,1854.1,1846.99,0.0,0.9996,,,0.0,1.0,,,,
31.325,122.425,11,1847.15,1840.07,0.0,1.0007,,,0.0,1.0,,,,
31.075,114.925,170,1891.9,1884.19,0.149656,0.9986,,,0.0,1.0,,,,
31.075,115.175,21,1887.84,1876.65,0.023654,0.9996,,,0.0,1.0,,,,
31.075,115.425,26,1881.62,1871.25,0.008379,0.9996,0.000738,0.000738,0.0014,0.9986,0.0014,,,
31.075,116.925,86,1891.85,1882.11,0.097228,0.9996,0.128802,0.155512,0.9996,0.0,1.0,,,
31.075,117.175,220,1892.63,1880.58,0.098773,0.9986,0.243044,0.338903,1.0,0.0,1.0,,,
31.075,117.425,179,1892.33,1878.64,0.055992,0.9996,0.128254,0.213538,1.0,0.0,1.0,,,
31.075,117.675,152,1892.88,1878.19,0.040932,0.9996,0.141896,0.175954,1.0,0.0,1.0,,,
31.075,117.925,96,1898.29,1885.46,0.118684,0.9986,0.185504,0.1955,1.0,0.0,1.0,,,
31.075,118.175,197,1893.5,1880.3,0.086278,0.9996,0.146645,0.204459,1.0,0.0,1.0,,,
31.075,118.425,258,1894.8,1882.0,0.043895,0.9996,0.264109,0.42855,1.0,0.0,1.0,,,
31.075,118.675,190,1894.81,1883.28,0.125048,0.9986,0.235593,0.336549,1.0,0.0,1.0,,,
31.075,118.925,44,1898.05,1883.18,0.022653,0.9996,0.206068,0.295007,1.0,0.0,1.0,,,
31.075,119.175,156,1889.96,1878.35,0.046034,0.9996,0.376725,0.469042,1.0,0.0,1.0,,,
31.075,119.425,181,1890.39,1878.84,0.040115,0.9986,0.237611,0.277796,1.0,0.0,0.897,0.103,,
31.075,119.675,40,1903.7,1891.45,0.109761,0.9996,0.026741,0.027729,0.9999,0.0,0.1933,0.1793,,0.6274
31.075,119.925,39,1897.66,1885.25,0.219659,0.9986,0.097666,0.097666,1.0002,0.0,,0.3585,,0.6415
31.075,120.175,5,1904.8,1882.71,0.023676,0.9996,0.006958,0.006958,1.0,0.0,,0.9752,,0.0248
31.075,120.675,24,1906.75,1892.73,0.355662,0.9986,0.124092,0.124092,1.0,0.0,,0.9349,,0.0651
31.075,120.925,25,1899.41,1885.29,0.236952,0.9996,0.160069,0.160069,0.9998,0.0,,0.4409,0.4014,0.1577
31.075,121.175,90,1899.44,1889.04,0.511869,0.9996,0.135954,0.135954,1.0,0.0,,0.0141,0.9859,
31.075,121.425,46,1902.95,1893.95,0.76335,0.9986,0.026046,0.026046,1.0,0.0,,,1.0,
31.075,121.675,62,1901.78,1893.22,0.650251,0.9996,0.038076,0.038076,0.9991,0.0009,,,0.9991,
31.075,121.925,3,1899.63,1891.71,0.093422,0.9996,0.104181,0.104181,0.3492,0.6509,,,0.3491,
31.075,122.175,11,1858.63,1851.51,0.0,0.9986,,,0.0,1.0,,,,
31.075,122.425,12,1849.27,1842.18,0.0,0.9996,,,0.0,1.0,,,,
30.825,114.925,176,1888.64,1879.46,0.064591,0.9996,,,0.0,1.0,,,,
30.825,115.175,100,1890.29,1880.44,0.036867,1.0007,,,0.0,1.0,,,,
30.825,115.425,45,1889.53,1878.8,0.031453,1.0007,,,0.0,1.0,,,,
30.825,115.675,35,1890.13,1877.64,0.018439,0.9996,0.028406,0.030249,0.0314,0.9686,0.0314,,,
30.825,116.425,2,1880.1,1870.32,0.014984,0.9996,0.040162,0.044135,1.0,0.0,1.0,,,
30.825,116.675,119,1891.32,1880.22,0.06176,1.0007,0.181962,0.226986,1.0,0.0,1.0,,,
30.825,116.925,145,1894.06,1882.74,0.108078,1.0007,0.272604,0.332379,0.9996,0.0,1.0,,,
30.825,117.175,26,1897.6,1879.99,0.070959,0.9996,0.150964,0.167164,1.0,0.0,1.0,,,
30.825,117.425,42,1895.81,1882.64,0.059838,1.0007,0.169182,0.188546,1.0,0.0,1.0,,,
30.825,117.675,65,1898.32,1883.73,0.076488,1.0007,0.175204,0.203905,1.0,0.0,1.0,,,
30.825,117.925,118,1894.64,1880.72,0.064583,0.9996,0.122224,0.13844,1.0,0.0,1.0,,,
30.825,118.175,169,1893.85,1879.27,0.018235,1.0007,0.135913,0.197163,1.0,0.0,1.0,,,
