centre_lat,centre_lon,sounding_count,in_box_prefilter,in_box_retrieved,months_observed,ch4_bias_corrected_ppb,within_cell_sd_ppb,weight_by_count,weight_representativeness
32.0750,116.6750,282,2036,487,8,1897.85,25.069,282,0.00158371
32.0750,116.9250,306,2022,467,8,1898.02,24.509,306,0.00165717
32.0750,117.1750,290,2025,452,8,1896.59,25.074,290,0.00158322
32.0750,117.4250,278,2038,448,8,1896.43,24.342,278,0.00167911
32.0750,117.6750,318,2082,459,8,1896.57,24.279,318,0.00168888
32.0750,117.9250,260,2072,413,8,1893.77,23.842,260,0.00174924
32.0750,118.1750,250,2024,407,8,1896.24,21.418,250,0.00216414
32.0750,118.4250,241,2051,368,8,1895.28,20.145,241,0.00244321
32.0750,118.6750,133,2043,299,7,1895.94,17.351,133,0.00325320
32.0750,118.9250,185,2056,347,8,1896.10,19.813,185,0.00251818
32.0750,119.1750,218,2041,392,7,1897.55,21.517,218,0.00214209
32.0750,119.4250,231,2064,381,8,1893.04,21.874,231,0.00207428
32.0750,119.6750,181,2082,369,8,1892.99,21.028,181,0.00223806
32.0750,119.9250,77,2025,257,6,1890.32,20.518,77,0.00231536
32.0750,120.1750,146,2053,330,8,1895.22,21.055,146,0.00222690
32.0750,120.4250,60,2024,231,8,1894.73,19.468,60,0.00254448
32.0750,120.6750,37,2118,169,8,1894.63,19.998,37,0.00236597
32.0750,120.9250,67,2071,177,7,1893.01,21.738,67,0.00206137
32.0750,121.1750,114,2060,203,8,1889.42,19.415,114,0.00260192
32.0750,121.4250,65,2073,186,8,1885.51,17.379,65,0.00317502
32.0750,121.6750,7,2015,78,5,1891.27,23.024,7,0.00153790
32.0750,121.9250,20,2040,76,3,1855.70,10.712,20,0.00637753
32.0750,122.1750,34,2061,56,3,1851.78,10.055,34,0.00794673
32.0750,122.4250,23,2096,43,3,1846.53,7.159,23,0.01138689
31.8250,114.9250,250,2092,418,8,1893.50,17.892,250,0.00309146
31.8250,115.1750,282,2016,409,8,1890.73,16.358,282,0.00369578
31.8250,115.4250,232,2026,350,8,1890.66,17.361,232,0.00327841
31.8250,115.6750,134,2029,200,8,1888.99,16.190,134,0.00372576
31.8250,115.9250,226,2051,357,7,1891.35,16.478,226,0.00363322
31.8250,116.1750,312,2065,456,8,1889.90,21.503,312,0.00215014
31.8250,116.4250,261,2076,417,8,1894.70,18.149,261,0.00300647
31.8250,116.6750,273,2042,438,8,1896.67,23.428,273,0.00181179
31.8250,116.9250,307,2025,417,8,1895.09,21.149,307,0.00222220
31.8250,117.1750,162,2040,326,6,1900.48,22.099,162,0.00202605
31.8250,117.4250,132,2025,312,6,1899.13,23.632,132,0.00177034
31.8250,117.6750,230,2081,417,8,1895.91,21.585,230,0.00212955
31.8250,117.9250,194,2065,417,8,1895.37,21.309,194,0.00218146
31.8250,118.1750,224,2038,399,8,1894.89,20.993,224,0.00224998
31.8250,118.4250,132,2044,307,7,1898.04,18.113,132,0.00298992
31.8250,118.6750,167,2029,343,8,1896.93,17.276,167,0.00329500
31.8250,118.9250,173,2032,360,7,1893.26,16.658,173,0.00354181
31.8250,119.1750,228,2095,410,8,1895.80,21.758,228,0.00209609
31.8250,119.4250,282,2057,425,8,1892.89,23.229,282,0.00184316
31.8250,119.6750,186,2099,406,8,1894.40,21.308,186,0.00218069
31.8250,119.9250,66,2029,289,7,1895.17,20.514,66,0.00230639
31.8250,120.1750,122,2037,283,8,1894.90,18.568,122,0.00284371
31.8250,120.4250,121,2030,237,8,1893.17,20.397,121,0.00236405
31.8250,120.6750,97,2076,250,7,1892.81,18.901,97,0.00273273
31.8250,120.9250,10,2058,110,5,1889.23,14.444,10,0.00341610
31.8250,121.1750,16,2095,131,6,1889.58,22.348,16,0.00181160
31.8250,121.4250,19,2060,164,7,1886.74,12.893,19,0.00475084
31.8250,121.6750,39,2034,135,8,1886.23,16.808,39,0.00328873
31.8250,121.9250,6,2056,79,4,1859.55,16.201,6,0.00248364
31.8250,122.1750,20,2024,41,3,1855.05,12.436,20,0.00508367
31.8250,122.4250,19,2102,46,3,1840.50,17.616,19,0.00282005
31.5750,114.9250,87,2085,241,7,1888.80,15.354,87,0.00407463
31.5750,115.1750,33,2025,130,6,1882.10,20.402,33,0.00226391
31.5750,115.4250,21,2035,78,6,1875.38,21.317,21,0.00202244
31.5750,115.6750,54,2014,189,6,1876.73,18.940,54,0.00267156
31.5750,115.9250,42,2033,157,6,1876.32,17.589,42,0.00303594
31.5750,116.1750,156,2104,310,8,1888.47,17.903,156,0.00306843
31.5750,116.4250,267,2051,425,8,1891.02,17.674,267,0.00316936
31.5750,116.6750,314,2034,454,8,1893.96,18.307,314,0.00296012
31.5750,116.9250,305,2049,432,8,1893.83,17.939,305,0.00308113
31.5750,117.1750,142,2029,439,8,1896.68,21.320,142,0.00217177
31.5750,117.4250,18,2039,171,6,1888.37,25.270,18,0.00145928
31.5750,117.6750,5,2052,137,3,1897.23,14.391,5,0.00266455
31.5750,117.9250,126,2063,336,7,1893.78,16.646,126,0.00352391
31.5750,118.1750,223,2086,447,8,1894.61,18.140,223,0.00300438
31.5750,118.4250,115,2010,318,8,1895.37,18.132,115,0.00297539
31.5750,118.6750,202,2038,418,8,1893.53,20.272,202,0.00240886
31.5750,118.9250,78,2049,287,7,1890.87,18.570,78,0.00281207
31.5750,119.1750,241,2051,416,8,1895.76,22.431,241,0.00197386
31.5750,119.4250,134,2071,367,8,1896.71,24.901,134,0.00159656
31.5750,119.6750,42,2090,308,7,1893.37,27.932,42,0.00124969
31.5750,119.9250,32,2049,222,6,1907.09,28.050,32,0.00122993
31.5750,120.1750,50,2035,178,8,1895.86,17.381,50,0.00313542
31.5750,120.4250,66,2023,221,7,1891.40,15.472,66,0.00396645
31.5750,120.6750,18,2021,187,6,1890.14,15.225,18,0.00359056
31.5750,120.9250,71,2145,248,8,1888.81,20.520,71,0.00231000
31.5750,121.1750,58,2046,224,8,1896.15,15.560,58,0.00389678
31.5750,121.4250,9,2039,100,5,1894.79,24.351,9,0.00145683
31.5750,121.6750,1,2048,74,1,1865.55,,1,
31.5750,121.9250,0,2062,33,0,,,0,
31.5750,122.1750,1,2051,16,1,1856.65,,1,
31.5750,122.4250,10,2078,35,2,1844.63,16.884,10,0.00270879
31.3250,114.9250,228,2054,396,8,1885.17,17.684,228,0.00316043
31.3250,115.1750,74,2043,153,8,1887.70,17.519,74,0.00314178
31.3250,115.4250,0,2026,3,0,,,0,
31.3250,115.6750,1,2029,19,1,1914.85,,1,
31.3250,115.9250,0,2033,7,0,,,0,
31.3250,116.1750,27,2060,77,5,1888.32,16.493,27,0.00329845
31.3250,116.4250,82,2058,267,6,1887.00,20.415,82,0.00234188
31.3250,116.6750,164,2061,328,7,1889.43,18.405,164,0.00290798
31.3250,116.9250,203,2039,364,8,1890.82,18.673,203,0.00283421
31.3250,117.1750,233,2023,395,8,1891.29,17.745,233,0.00313988
31.3250,117.4250,209,2051,414,8,1891.17,15.882,209,0.00390221
31.3250,117.6750,220,2038,432,8,1894.14,16.736,220,0.00352212
31.3250,117.9250,201,2051,434,8,1895.39,17.204,201,0.00333156
31.3250,118.1750,128,2101,350,8,1895.80,16.864,128,0.00343694
31.3250,118.4250,159,2028,333,8,1897.35,14.408,159,0.00469735
31.3250,118.6750,247,2046,503,8,1893.40,19.932,247,0.00249563
31.3250,118.9250,43,2023,333,8,1893.93,24.351,43,0.00163262
31.3250,119.1750,208,2035,426,8,1890.27,22.838,208,0.00190252
31.3250,119.4250,173,2116,361,7,1890.45,18.474,173,0.00288879
31.3250,119.6750,93,2077,348,6,1896.04,24.078,93,0.00169845
31.3250,119.9250,15,2058,190,7,1893.68,20.094,15,0.00217477
31.3250,120.1750,2,2021,31,1,1946.60,3.910,2,0.00229470
31.3250,120.4250,14,2038,132,5,1902.27,26.603,14,0.00130244
31.3250,120.6750,24,2063,172,5,1898.83,15.053,24,0.00382231
31.3250,120.9250,31,2057,189,6,1895.53,15.725,31,0.00364407
31.3250,121.1750,97,2068,212,8,1894.45,16.239,97,0.00367151
31.3250,121.4250,49,2082,152,7,1897.37,16.337,49,0.00352024
31.3250,121.6750,6,2045,81,4,1884.51,21.676,6,0.00163930
31.3250,121.9250,0,2033,6,0,,,0,
31.3250,122.1750,3,2074,8,1,1854.10,2.731,3,0.00347472
31.3250,122.4250,8,2045,21,2,1844.35,11.346,8,0.00427603
31.0750,114.9250,170,2080,347,8,1891.90,15.048,170,0.00432200
31.0750,115.1750,21,2045,101,6,1887.84,16.464,21,0.00321444
31.0750,115.4250,26,2023,89,6,1881.62,13.238,26,0.00481728
31.0750,115.6750,0,2043,7,0,,,0,
31.0750,115.9250,0,2035,0,0,,,0,
31.0750,116.1750,0,2023,0,0,,,0,
31.0750,116.4250,0,2071,0,0,,,0,
31.0750,116.6750,0,2070,11,0,,,0,
31.0750,116.9250,86,2001,187,8,1891.85,14.635,86,0.00446490
31.0750,117.1750,220,2065,423,8,1892.63,17.449,220,0.00324378
31.0750,117.4250,179,2029,313,7,1892.33,17.781,179,0.00311675
31.0750,117.6750,152,2033,358,7,1892.88,17.888,152,0.00307222
31.0750,117.9250,96,2102,349,7,1898.29,21.861,96,0.00205487
31.0750,118.1750,197,2088,357,8,1893.50,19.228,197,0.00267378
31.0750,118.4250,258,2044,452,8,1894.80,18.663,258,0.00284453
31.0750,118.6750,190,2002,378,8,1894.81,20.094,190,0.00244979
31.0750,118.9250,44,2036,260,8,1898.05,28.941,44,0.00116731
31.0750,119.1750,156,2039,379,8,1889.96,20.808,156,0.00228131
31.0750,119.4250,181,2066,344,8,1890.39,17.352,181,0.00327070
31.0750,119.6750,40,2078,173,6,1903.70,23.936,40,0.00168357
31.0750,119.9250,39,2062,227,7,1897.66,17.299,39,0.00311699
31.0750,120.1750,5,2039,89,4,1904.80,33.489,5,0.00077536
31.0750,120.4250,0,2031,58,0,,,0,
31.0750,120.6750,24,2061,213,5,1906.75,21.269,24,0.00205157
31.0750,120.9250,25,2032,169,8,1899.41,27.410,25,0.00127400
31.0750,121.1750,90,2077,222,8,1899.44,23.383,90,0.00179824
31.0750,121.4250,46,2087,158,5,1902.95,16.877,46,0.00329890
31.0750,121.6750,62,2019,197,6,1901.78,16.614,62,0.00345300
31.0750,121.9250,3,2077,41,2,1899.63,17.023,3,0.00175400
31.0750,122.1750,11,2027,18,2,1858.63,4.976,11,0.00987990
31.0750,122.4250,12,2072,22,2,1849.27,9.585,12,0.00617440
30.8250,114.9250,176,2066,351,8,1888.64,14.026,176,0.00496259
30.8250,115.1750,100,2059,166,8,1890.29,15.068,100,0.00424686
30.8250,115.4250,45,2017,103,6,1889.53,12.204,45,0.00596577
30.8250,115.6750,35,2056,97,6,1890.13,15.916,35,0.00360546
30.8250,115.9250,0,2039,0,0,,,0,
30.8250,116.1750,0,2026,0,0,,,0,
30.8250,116.4250,2,2081,6,2,1880.11,4.324,2,0.00227687
30.8250,116.6750,119,2054,208,8,1891.32,17.623,119,0.00314832
30.8250,116.9250,145,2075,376,7,1894.06,18.716,145,0.00280837
30.8250,117.1750,26,2006,224,6,1897.60,27.866,26,0.00123633
30.8250,117.4250,42,2044,291,7,1895.81,20.306,42,0.00231296
30.8250,117.6750,65,2034,350,6,1898.32,17.945,65,0.00298530
30.8250,117.9250,118,2022,324,6,1894.64,18.663,118,0.00281356
30.8250,118.1750,169,2098,361,7,1893.85,19.051,169,0.00271804
30.8250,118.4250,189,2048,361,8,1898.16,20.561,189,0.00234070
30.8250,118.6750,151,2048,299,7,1895.94,24.834,151,0.00160696
30.8250,118.9250,150,2026,311,7,1889.30,20.808,150,0.00228016
30.8250,119.1750,135,2052,320,8,1889.10,21.154,135,0.00220404
30.8250,119.4250,90,2043,215,6,1893.15,17.438,90,0.00319064
30.8250,119.6750,153,2080,306,8,1894.03,22.049,153,0.00203404
30.8250,119.9250,100,2051,276,7,1899.02,25.826,100,0.00148059
30.8250,120.1750,92,2027,319,7,1899.32,21.507,92,0.00212009
30.8250,120.4250,103,2065,272,8,1901.71,25.240,103,0.00154987
30.8250,120.6750,110,2049,213,8,1899.14,23.532,110,0.00178128
30.8250,120.9250,111,2040,223,8,1901.23,23.922,111,0.00172461
30.8250,121.1750,117,2102,326,8,1897.12,29.550,117,0.00113587
30.8250,121.4250,34,2071,158,6,1899.07,20.906,34,0.00216551
30.8250,121.6750,10,2072,81,6,1892.58,17.066,10,0.00266424
30.8250,121.9250,0,2019,24,0,,,0,
30.8250,122.1750,4,2052,16,1,1859.42,1.227,4,0.00472243
30.8250,122.4250,6,2053,56,2,1858.62,10.946,6,0.00384648
30.5750,114.9250,89,2064,345,7,1894.93,14.285,89,0.00468365
30.5750,115.1750,196,2062,340,8,1889.97,15.958,196,0.00386197
30.5750,115.4250,147,2042,277,8,1888.00,12.986,147,0.00573545
30.5750,115.6750,32,2012,66,7,1886.49,16.109,32,0.00349915
30.5750,115.9250,4,2047,38,3,1871.58,18.257,4,0.00183964
30.5750,116.1750,8,2057,40,3,1865.12,11.491,8,0.00421642
30.5750,116.4250,124,2025,231,7,1895.48,20.844,124,0.00226629
30.5750,116.6750,262,2103,450,8,1891.94,19.104,262,0.00271618
30.5750,116.9250,131,2031,315,8,1893.88,17.929,131,0.00305013
30.5750,117.1750,9,2031,227,4,1891.49,12.083,9,0.00417624
30.5750,117.4250,77,2029,321,7,1907.69,26.144,77,0.00144008
30.5750,117.6750,49,2030,141,6,1906.78,22.820,49,0.00185904
30.5750,117.9250,52,2070,116,6,1895.64,18.996,52,0.00265233
30.5750,118.1750,31,2091,100,8,1887.07,18.679,31,0.00265924
30.5750,118.4250,38,2036,103,5,1892.18,18.908,38,0.00263416
30.5750,118.6750,7,2025,33,3,1883.92,20.299,7,0.00187906
30.5750,118.9250,97,2045,198,5,1888.07,19.504,97,0.00257011
30.5750,119.1750,61,2047,171,6,1883.00,18.833,61,0.00271400
30.5750,119.4250,39,2043,96,5,1885.56,20.023,39,0.00236686
30.5750,119.6750,57,2065,135,6,1885.85,17.468,57,0.00312615
30.5750,119.9250,57,2071,186,7,1895.76,23.011,57,0.00183729
30.5750,120.1750,107,2062,313,8,1896.35,23.313,107,0.00181370
30.5750,120.4250,119,2026,250,7,1900.61,22.900,119,0.00188156
30.5750,120.6750,102,2063,215,6,1906.14,21.995,102,0.00203239
30.5750,120.9250,60,2063,220,7,1899.38,21.918,60,0.00202256
30.5750,121.1750,2,2043,57,2,1911.75,26.698,2,0.00088241
30.5750,121.4250,10,2088,33,4,1868.29,9.613,10,0.00566571
30.5750,121.6750,5,2047,77,4,1914.14,51.806,5,0.00035062
30.5750,121.9250,3,2054,23,2,1886.59,46.579,3,0.00040818
30.5750,122.1750,1,2041,42,1,1944.91,,1,
30.5750,122.4250,1,2031,64,1,1853.81,,1,
30.3250,114.9250,38,2015,236,6,1900.59,17.784,38,0.00295499
30.3250,115.1750,77,2081,305,8,1892.40,14.927,77,0.00427811
30.3250,115.4250,172,2045,308,8,1892.02,16.198,172,0.00374156
30.3250,115.6750,67,2023,177,6,1887.42,14.356,67,0.00457335
30.3250,115.9250,18,2049,41,5,1892.61,21.808,18,0.00191454
30.3250,116.1750,136,2018,259,7,1894.27,19.145,136,0.00268292
30.3250,116.4250,162,2071,405,7,1895.35,20.161,162,0.00242929
30.3250,116.6750,65,2093,338,8,1896.24,18.594,65,0.00278812
30.3250,116.9250,42,2016,375,6,1903.08,27.538,42,0.00128478
30.3250,117.1750,78,2046,253,8,1899.89,26.682,78,0.00138369
30.3250,117.4250,14,2025,59,7,1897.51,28.536,14,0.00114366
30.3250,117.6750,5,2039,21,4,1887.60,31.650,5,0.00085474
30.3250,117.9250,2,2039,41,1,1864.81,54.677,2,0.00029325
30.3250,118.1750,12,2060,52,4,1879.36,23.054,12,0.00166226
30.3250,118.4250,9,2065,39,5,1884.95,25.309,9,0.00136238
30.3250,118.6750,9,2039,46,3,1875.52,15.262,9,0.00306403
30.3250,118.9250,7,2044,36,4,1880.31,12.678,7,0.00356019
30.3250,119.1750,9,2040,46,4,1874.02,13.748,9,0.00354046
30.3250,119.4250,33,2057,67,5,1884.80,18.397,33,0.00274767
30.3250,119.6750,48,2023,108,7,1894.73,19.355,48,0.00255007
30.3250,119.9250,108,2102,263,7,1896.90,24.169,108,0.00168939
30.3250,120.1750,60,2050,171,5,1910.21,25.076,60,0.00155570
30.3250,120.4250,17,2057,136,4,1907.64,16.891,17,0.00298694
30.3250,120.6750,2,2048,54,2,1916.05,20.540,2,0.00118712
30.3250,120.9250,2,2020,75,1,1881.75,1.882,2,0.00235825
30.3250,121.1750,15,2064,80,3,1896.86,11.839,15,0.00509623
30.3250,121.4250,6,2124,68,3,1900.40,15.899,6,0.00254497
30.3250,121.6750,4,2024,23,2,1897.86,23.286,4,0.00132891
30.3250,121.9250,3,2072,58,2,1864.09,22.186,3,0.00129438
30.3250,122.1750,3,2021,48,3,1895.45,56.166,3,0.00029113
30.3250,122.4250,0,2059,55,0,,,0,
30.0750,114.9250,74,2046,167,7,1897.83,22.138,74,0.00199412
30.0750,115.1750,3,2076,120,2,1905.70,21.146,3,0.00137461
30.0750,115.4250,77,2050,295,7,1895.13,15.572,77,0.00394633
30.0750,115.6750,67,2039,252,6,1893.37,15.902,67,0.00376761
30.0750,115.9250,80,2023,283,7,1899.71,24.293,80,0.00166477
30.0750,116.1750,63,2045,288,7,1894.96,18.075,63,0.00294058
30.0750,116.4250,5,2050,198,4,1924.23,27.110,5,0.00110722
30.0750,116.6750,29,2053,268,5,1905.12,23.842,29,0.00167377
30.0750,116.9250,40,2047,191,7,1895.92,19.475,40,0.00249821
30.0750,117.1750,16,2043,92,5,1888.50,18.569,16,0.00251653
30.0750,117.4250,1,2050,6,1,1875.57,,1,
30.0750,117.6750,3,2046,32,2,1876.23,13.790,3,0.00212536
30.0750,117.9250,11,2048,85,6,1893.42,26.384,11,0.00129439
30.0750,118.1750,0,2015,1,0,,,0,
30.0750,118.4250,24,2089,82,6,1887.51,22.078,24,0.00191401
30.0750,118.6750,9,2029,37,4,1887.71,20.923,9,0.00188247
30.0750,118.9250,0,2054,0,0,,,0,
30.0750,119.1750,18,2067,50,4,1886.31,17.879,18,0.00272940
30.0750,119.4250,17,2017,77,5,1892.48,23.593,17,0.00164992
30.0750,119.6750,34,2070,116,5,1895.06,19.816,34,0.00239565
30.0750,119.9250,26,2087,165,5,1908.51,24.035,26,0.00163930
30.0750,120.1750,34,2060,126,5,1903.14,27.293,34,0.00129932
30.0750,120.4250,80,2058,165,5,1904.35,16.939,80,0.00336218
30.0750,120.6750,76,2023,194,5,1907.02,20.900,76,0.00223283
30.0750,120.9250,66,2051,190,5,1904.61,25.320,66,0.00152937
30.0750,121.1750,67,2064,155,4,1901.15,16.500,67,0.00351105
30.0750,121.4250,49,2078,193,5,1900.09,21.762,49,0.00203770
30.0750,121.6750,3,2051,47,3,1912.05,39.706,3,0.00053854
30.0750,121.9250,0,2054,32,0,,,0,
30.0750,122.1750,0,2074,41,0,,,0,
30.0750,122.4250,1,2057,66,1,1860.31,,1,
29.8250,114.9250,20,2072,69,4,1891.56,13.112,20,0.00467322
29.8250,115.1750,60,2056,274,8,1893.18,18.500,60,0.00280700
29.8250,115.4250,10,2019,119,5,1895.16,21.813,10,0.00178595
29.8250,115.6750,7,2052,132,3,1893.43,8.636,7,0.00513561
29.8250,115.9250,37,2031,258,6,1898.15,20.530,37,0.00225114
29.8250,116.1750,0,2044,132,0,,,0,
29.8250,116.4250,51,2034,223,7,1892.46,25.776,51,0.00146868
29.8250,116.6750,95,2049,274,7,1893.90,24.910,95,0.00158891
29.8250,116.9250,70,2056,212,6,1887.97,20.802,70,0.00224850
29.8250,117.1750,94,2013,196,7,1889.92,21.479,94,0.00212639
29.8250,117.4250,118,2058,287,7,1888.80,23.875,118,0.00173264
29.8250,117.6750,79,2040,154,6,1892.59,20.348,79,0.00235463
29.8250,117.9250,106,2051,219,7,1886.65,20.490,106,0.00233775
29.8250,118.1750,97,2028,175,8,1891.01,19.646,97,0.00253387
29.8250,118.4250,121,2091,289,8,1890.21,21.831,121,0.00206800
29.8250,118.6750,12,2048,45,4,1888.74,20.628,12,0.00201769
29.8250,118.9250,0,2039,3,0,,,0,
29.8250,119.1750,2,2036,21,2,1898.64,35.835,2,0.00058664
29.8250,119.4250,0,2055,2,0,,,0,
29.8250,119.6750,11,2071,65,3,1895.30,17.120,11,0.00270611
29.8250,119.9250,0,2062,29,0,,,0,
29.8250,120.1750,55,2038,145,5,1907.20,22.908,55,0.00185158
29.8250,120.4250,71,2071,150,6,1907.93,23.945,71,0.00170881
29.8250,120.6750,11,2040,91,3,1909.00,18.501,11,0.00238810
29.8250,120.9250,49,2059,114,6,1902.37,28.192,49,0.00123161
29.8250,121.1750,2,2046,12,2,1943.68,31.232,2,0.00071635
29.8250,121.4250,76,2061,139,5,1897.04,21.586,76,0.00209641
29.8250,121.6750,26,2062,99,4,1907.93,29.504,26,0.00110765
29.8250,121.9250,0,2025,28,0,,,0,
29.8250,122.1750,0,2070,11,0,,,0,
29.8250,122.4250,1,2051,20,1,1879.66,,1,
29.5750,114.9250,21,2026,54,4,1891.52,13.923,21,0.00427532
29.5750,115.1750,7,2062,34,4,1882.21,31.460,7,0.00090098
29.5750,115.4250,3,2049,45,3,1891.99,10.415,3,0.00257191
29.5750,115.6750,84,2015,243,5,1899.81,17.679,84,0.00310028
29.5750,115.9250,31,2047,119,5,1892.64,18.306,31,0.00276048
29.5750,116.1750,10,2045,121,4,1889.39,24.654,10,0.00144525
29.5750,116.4250,134,2050,276,5,1892.89,23.365,134,0.00181097
29.5750,116.6750,203,2029,322,6,1893.39,19.498,203,0.00260196
29.5750,116.9250,121,2084,240,7,1892.38,19.362,121,0.00261905
29.5750,117.1750,108,2033,222,7,1885.90,22.744,108,0.00190450
29.5750,117.4250,65,2036,155,6,1889.48,22.476,65,0.00193002
29.5750,117.6750,0,2041,6,0,,,0,
29.5750,117.9250,0,2051,23,0,,,0,
29.5750,118.1750,54,2053,116,7,1891.37,18.932,54,0.00267390
29.5750,118.4250,13,2026,35,5,1883.01,18.283,13,0.00250657
29.5750,118.6750,10,2065,72,5,1898.49,26.277,10,0.00129100
29.5750,118.9250,0,2053,103,0,,,0,
29.5750,119.1750,0,2028,26,0,,,0,
29.5750,119.4250,11,2046,48,5,1897.92,23.255,11,0.00162013
29.5750,119.6750,3,2028,11,3,1903.35,27.045,3,0.00098837
29.5750,119.9250,23,2087,110,5,1899.32,24.605,23,0.00155776
29.5750,120.1750,61,2048,149,5,1901.55,24.749,61,0.00159662
29.5750,120.4250,26,2028,56,5,1902.71,18.612,26,0.00264024
29.5750,120.6750,37,2067,93,5,1904.18,24.583,37,0.00159482
29.5750,120.9250,61,2061,116,5,1902.95,24.009,61,0.00169435
29.5750,121.1750,0,2061,12,0,,,0,
29.5750,121.4250,12,2039,36,5,1901.22,26.105,12,0.00133055
29.5750,121.6750,1,2084,14,1,1862.07,,1,
29.5750,121.9250,0,2054,49,0,,,0,
29.5750,122.1750,1,2048,83,1,1844.01,,1,
29.5750,122.4250,32,2052,52,3,1852.74,15.437,32,0.00377941
29.3250,114.9250,37,2024,89,5,1884.10,17.174,37,0.00314788
29.3250,115.1750,13,2074,114,4,1890.97,14.135,13,0.00378072
29.3250,115.4250,41,2029,204,4,1891.03,20.616,41,0.00224445
29.3250,115.6750,165,2040,267,6,1897.62,16.397,165,0.00365039
29.3250,115.9250,36,2053,169,5,1894.86,13.803,36,0.00467521
29.3250,116.1750,3,2027,70,2,1858.81,30.000,3,0.00084723
29.3250,116.4250,81,2051,220,6,1896.91,22.698,81,0.00190273
29.3250,116.6750,68,2014,250,6,1893.04,17.243,68,0.00322917
29.3250,116.9250,171,2032,308,8,1890.67,18.490,171,0.00288347
29.3250,117.1750,179,2075,276,7,1891.43,18.504,179,0.00288103
29.3250,117.4250,109,2025,236,8,1886.53,19.717,109,0.00252224
29.3250,117.6750,165,2057,297,8,1886.38,19.590,165,0.00257152
29.3250,117.9250,107,2033,210,7,1885.61,21.040,107,0.00221949
29.3250,118.1750,0,2056,0,0,,,0,
29.3250,118.4250,1,2060,49,1,1883.36,,1,
29.3250,118.6750,18,2045,85,5,1884.09,25.051,18,0.00148304
29.3250,118.9250,0,2055,19,0,,,0,
29.3250,119.1750,20,2038,112,7,1889.30,30.364,20,0.00103731
29.3250,119.4250,79,2040,175,7,1886.73,23.009,79,0.00185167
29.3250,119.6750,19,2033,64,5,1888.01,23.573,19,0.00166683
29.3250,119.9250,59,2078,138,5,1897.55,19.416,59,0.00255611
29.3250,120.1750,44,2054,85,4,1898.78,19.575,44,0.00248566
29.3250,120.4250,15,2042,64,5,1900.30,14.679,15,0.00368270
29.3250,120.6750,6,2073,66,4,1907.34,19.094,6,0.00198124
29.3250,120.9250,9,2032,57,5,1889.66,23.137,9,0.00159038
29.3250,121.1750,0,2084,12,0,,,0,
29.3250,121.4250,7,2025,54,4,1907.83,26.399,7,0.00122390
29.3250,121.6750,2,2051,37,1,1880.67,0.707,2,0.00237530
29.3250,121.9250,0,2071,36,0,,,0,
29.3250,122.1750,10,2025,70,3,1874.47,12.587,10,0.00412320
29.3250,122.4250,28,2069,58,3,1861.98,18.057,28,0.00280829
29.0750,114.9250,21,2057,52,4,1885.90,26.568,21,0.00134065
29.0750,115.1750,0,2008,0,0,,,0,
29.0750,115.4250,4,2031,28,3,1885.26,20.275,4,0.00160951
29.0750,115.6750,129,2059,245,6,1895.33,15.779,129,0.00391397
29.0750,115.9250,61,2021,269,7,1903.43,20.120,61,0.00238887
29.0750,116.1750,15,2063,141,5,1916.62,27.038,15,0.00127050
29.0750,116.4250,0,2061,29,0,,,0,
29.0750,116.6750,10,2042,157,4,1897.83,18.973,10,0.00225185
29.0750,116.9250,181,2058,345,8,1892.63,19.731,181,0.00253822
29.0750,117.1750,175,2031,285,7,1892.18,20.973,175,0.00224877
29.0750,117.4250,173,2064,278,8,1888.89,20.222,173,0.00241676
29.0750,117.6750,106,2034,277,8,1886.24,19.804,106,0.00249924
29.0750,117.9250,79,2028,260,8,1884.65,21.565,79,0.00210214
29.0750,118.1750,7,2042,110,4,1890.50,23.076,7,0.00153222
29.0750,118.4250,40,2081,117,6,1885.22,18.061,40,0.00288002
29.0750,118.6750,50,2021,105,6,1887.48,18.064,50,0.00291443
29.0750,118.9250,108,2038,236,8,1895.36,24.578,108,0.00163435
29.0750,119.1750,178,2064,375,8,1889.12,24.066,178,0.00171260
29.0750,119.4250,138,2046,296,8,1887.24,18.459,138,0.00288316
29.0750,119.6750,75,2074,194,8,1893.36,21.850,75,0.00204644
29.0750,119.9250,30,2010,117,5,1898.24,20.052,30,0.00232492
29.0750,120.1750,42,2040,119,5,1895.68,20.992,42,0.00217069
29.0750,120.4250,14,2056,42,4,1900.00,14.171,14,0.00383294
29.0750,120.6750,3,2034,20,2,1916.97,8.410,3,0.00284844
29.0750,120.9250,10,2083,61,4,1897.12,18.329,10,0.00238065
29.0750,121.1750,0,2061,20,0,,,0,
29.0750,121.4250,1,2059,17,1,1861.03,,1,
29.0750,121.6750,2,2058,41,1,1844.78,34.459,2,0.00062192
29.0750,121.9250,0,2055,21,0,,,0,
29.0750,122.1750,24,2055,55,3,1882.27,9.361,24,0.00815246
29.0750,122.4250,22,2055,51,5,1880.96,33.211,22,0.00087628
28.8250,114.9250,0,2049,0,0,,,0,
28.8250,115.1750,20,2032,54,4,1892.45,14.653,20,0.00389447
28.8250,115.4250,168,2058,282,8,1897.54,16.568,168,0.00357792
28.8250,115.6750,99,2039,178,6,1898.57,18.126,99,0.00296690
28.8250,115.9250,65,2035,290,7,1907.74,21.152,65,0.00217228
28.8250,116.1750,45,2052,369,7,1903.75,21.484,45,0.00208232
