centre_lat,centre_lon,impervious_fraction,impervious_coverage
28.575,117.925,0.084949,0.9996
28.575,118.175,0.073887,1.0007
28.575,118.425,0.055336,1.0007
28.575,118.675,0.026057,0.9996
28.575,119.425,0.043362,0.9996
28.575,119.675,0.005226,1.0007
28.575,119.925,0.0314,0.9996
28.575,120.175,0.014272,1.0007
28.575,121.175,0.126318,1.0007
28.575,121.425,0.361697,0.9996
28.575,121.925,0.001336,1.0007
28.575,122.175,0.0,0.9996
28.575,122.425,0.0,1.0007
28.325,114.925,0.079355,0.9996
28.325,115.175,0.043911,1.0007
28.325,115.425,0.087876,1.0007
28.325,115.675,0.084129,0.9996
28.325,115.925,0.071707,1.0007
28.325,116.175,0.084418,1.0007
28.325,116.425,0.015274,0.9996
28.325,116.675,0.055491,1.0007
28.325,116.925,0.11035,1.0007
28.325,117.175,0.117826,0.9996
28.325,117.425,0.051095,1.0007
28.325,117.675,0.076006,1.0007
28.325,117.925,0.100472,0.9996
28.325,118.175,0.072511,1.0007
28.325,118.425,0.013625,1.0007
28.325,119.425,0.010731,0.9996
28.325,119.675,0.018183,1.0007
28.325,119.925,0.057993,0.9996
28.325,121.425,0.146578,0.9996
28.325,121.925,0.000733,1.0007
28.325,122.175,0.0,0.9996
28.325,122.425,0.0,1.0007
28.075,114.925,0.029662,0.9986
28.075,115.175,0.032602,0.9996
28.075,115.425,0.090567,0.9996
28.075,115.675,0.097012,0.9986
28.075,115.925,0.040753,0.9996
28.075,116.175,0.043149,0.9996
28.075,116.425,0.10307,0.9986
28.075,116.675,0.023873,0.9996
28.075,116.925,0.025916,0.9996
28.075,117.175,0.012957,0.9986
28.075,117.425,0.004943,0.9996
28.075,117.675,0.011239,0.9996
28.075,117.925,0.00756,0.9986
28.075,118.425,0.006755,0.9996
28.075,120.675,0.261,0.9986
28.075,121.425,0.015652,0.9986
28.075,121.675,0.0,0.9996
28.075,121.925,0.0,0.9996
28.075,122.175,0.0,0.9986
28.075,122.425,0.0,0.9996
27.825,114.925,0.164164,0.9996
27.825,115.175,0.028306,1.0007
27.825,115.425,0.059071,1.0007
27.825,115.675,0.014036,0.9996
27.825,115.925,0.013867,1.0007
27.825,116.175,0.056323,1.0007
27.825,116.425,0.061964,0.9996
27.825,116.675,0.038908,1.0007
27.825,116.925,0.00448,1.0007
27.825,117.175,0.008628,0.9996
27.825,117.925,0.021016,0.9996
27.825,118.425,0.017905,1.0007
27.825,118.675,0.005039,0.9996
27.825,119.925,0.004355,0.9996
27.825,120.425,0.051021,1.0007
27.825,120.675,0.269494,0.9996
27.825,121.175,0.028372,1.0007
27.825,121.425,0.0,0.9996
27.825,121.675,0.0,1.0007
27.825,121.925,0.0,1.0007
27.825,122.175,0.0,0.9996
27.825,122.425,0.0,1.0007
27.575,114.925,0.023086,0.9996
27.575,115.175,0.020086,1.0007
27.575,115.425,0.021612,1.0007
27.575,115.675,0.012399,0.9996
27.575,115.925,0.007927,1.0007
27.575,116.175,0.019007,1.0007
27.575,116.425,0.003162,0.9996
27.575,116.675,0.042079,1.0007
27.575,116.925,0.00141,1.0007
27.575,117.175,0.0034,0.9996
27.575,117.425,0.017602,1.0007
27.575,117.925,0.020882,0.9996
27.575,118.175,0.007874,1.0007
27.575,118.675,0.012218,0.9996
27.575,120.425,0.175231,1.0007
27.575,120.675,0.111578,0.9996
27.575,120.925,0.001328,1.0007
27.575,121.175,0.002493,1.0007
27.575,121.425,0.0,0.9996
27.575,121.675,0.0,1.0007
27.575,121.925,0.0,1.0007
27.575,122.175,0.0,0.9996
27.575,122.425,0.0,1.0007
27.325,114.925,0.039902,0.9986
27.325,115.175,0.049875,0.9996
27.325,115.425,0.037255,0.9996
27.325,115.675,0.009805,0.9986
27.325,115.925,0.014662,0.9996
27.325,116.175,0.002538,0.9996
27.325,116.425,0.020969,0.9986
27.325,116.675,0.011563,0.9996
27.325,116.925,0.021025,0.9996
27.325,117.175,0.002149,0.9986
27.325,117.425,0.032045,0.9996
27.325,117.675,0.009573,0.9996
27.325,117.925,0.00557,0.9986
27.325,118.175,0.039176,0.9996
27.325,118.425,0.004265,0.9996
27.325,118.925,0.008081,0.9996
27.325,119.175,0.000555,0.9996
27.325,120.175,0.039898,0.9996
27.325,120.425,0.024703,0.9996
27.325,120.675,0.012162,0.9986
27.325,120.925,1.3e-05,0.9996
27.325,121.175,0.000653,0.9996
27.325,121.425,0.0,0.9986
27.325,121.675,0.0,0.9996
27.325,121.925,0.0,0.9996
27.325,122.175,0.0,0.9986
27.325,122.425,0.0,0.9996
27.075,114.925,0.157815,0.9996
27.075,115.175,0.030874,1.0007
27.075,115.425,0.007723,1.0007
27.075,115.675,0.023079,0.9996
27.075,115.925,0.001966,1.0007
27.075,116.175,0.001487,1.0007
27.075,116.425,0.006486,0.9996
27.075,116.675,0.004173,1.0007
27.075,116.925,0.003077,1.0007
27.075,117.175,0.003133,0.9996
27.075,117.425,0.001412,1.0007
27.075,117.675,0.008251,1.0007
27.075,117.925,0.003306,0.9996
27.075,118.175,0.013785,1.0007
27.075,118.425,0.024659,1.0007
27.075,118.675,0.005608,0.9996
27.075,118.925,0.001064,1.0007
27.075,119.175,0.00157,1.0007
27.075,120.425,0.013274,1.0007
27.075,120.675,0.000924,0.9996
27.075,120.925,3.5e-05,1.0007
27.075,121.175,0.0,1.0007
27.075,121.425,0.0,0.9996
27.075,121.675,0.0,1.0007
27.075,121.925,0.0,1.0007
27.075,122.175,0.0,0.9996
27.075,122.425,0.0,1.0007
