centre_lat,centre_lon,sounding_count,eastward_wind_mean,eastward_wind_count,northward_wind_mean,northward_wind_count,solar_zenith_angle_mean,solar_zenith_angle_count,surface_albedo_NIR_mean,surface_albedo_NIR_count,surface_albedo_SWIR_mean,surface_albedo_SWIR_count,surface_altitude_mean,surface_altitude_count,surface_pressure_mean,surface_pressure_count,xch4_apriori_mean,xch4_apriori_count,xch4_departure_mean,xch4_departure_count
33.8250,120.9250,5,-4.35503,5,7.29486,5,16.978,5,0.0267609,5,-0.0369416,5,0,5,100858,5,1882.1,5,-19.0648,5
33.8250,121.1750,23,-3.97521,23,7.33598,23,16.9378,23,0.021335,23,-0.038695,23,0,23,100873,23,1880.96,23,-22.4136,23
33.8250,121.4250,23,-3.26406,23,6.61309,23,17.5306,23,0.0167718,23,-0.0368824,23,0,23,100865,23,1878.34,23,-17.3723,23
33.8250,121.6750,32,-1.94798,32,4.65625,32,17.7413,32,0.0122443,32,-0.0298593,32,0,32,100763,32,1873.05,32,-10.1204,32
33.8250,121.9250,64,-2.88976,64,4.95951,64,19.0708,64,0.0173188,64,-0.0330056,64,0,64,100870,64,1863.64,64,-6.62272,64
33.8250,122.1750,58,-2.18697,58,3.65829,58,20.1151,58,0.0168493,58,-0.030591,58,0,58,100852,58,1860.63,58,-0.707313,58
33.8250,122.4250,63,-2.66884,63,3.77996,63,19.6562,63,0.016826,63,-0.0298502,63,0,63,100963,63,1862.66,63,4.93307,63
33.5750,114.9250,282,0.791261,282,0.11193,282,41.1929,282,0.270902,282,0.131449,282,45.0391,282,101206,282,1871.9,282,22.2753,282
33.5750,115.1750,319,0.744859,319,0.199461,319,41.9536,319,0.260203,319,0.129099,319,41.2443,319,101297,319,1870.31,319,23.7609,319
33.5750,115.4250,348,0.550411,348,0.0896367,348,43.7807,348,0.251646,348,0.121281,348,37.8622,348,101486,348,1868.26,348,24.5348,348
33.5750,115.6750,335,0.615458,335,0.108789,335,44.8993,335,0.238804,335,0.123536,335,35.7392,335,101561,335,1867.58,335,25.0059,335
33.5750,115.9250,341,0.477931,341,-0.096025,341,42.9568,341,0.241226,341,0.125243,341,33.9049,341,101518,341,1868.49,341,26.7043,341
33.5750,116.1750,295,0.651591,295,-0.272679,295,42.6695,295,0.235041,295,0.122147,295,32.4796,295,101568,295,1868.09,295,25.5976,295
33.5750,116.4250,313,0.564858,313,-0.448878,313,43.5303,313,0.24126,313,0.127373,313,30.1599,313,101608,313,1868.75,313,28.7215,313
33.5750,116.6750,304,0.714053,304,-0.770839,304,42.8553,304,0.261665,304,0.122222,304,28.0792,304,101586,304,1868.88,304,30.2124,304
33.5750,116.9250,334,0.493384,334,-0.572684,334,41.8815,334,0.255504,334,0.129847,334,26.7573,334,101590,334,1868.54,334,29.1766,334
33.5750,117.1750,237,0.18775,237,-0.649527,237,40.3313,237,0.273203,237,0.109005,237,25.0646,237,101550,237,1869.48,237,31.2412,237
33.5750,117.4250,394,0.220984,394,-0.293627,394,42.6111,394,0.264991,394,0.119721,394,23.1937,394,101694,394,1866.76,394,28.2016,394
33.5750,117.6750,385,0.156965,385,-0.497976,385,40.8628,385,0.261407,385,0.123279,385,21.9495,385,101646,385,1867.41,385,26.1094,385
33.5750,117.9250,358,0.324679,358,-0.670006,358,41.4998,358,0.260805,358,0.123771,358,20.6739,358,101675,358,1866.64,358,28.2164,358
33.5750,118.1750,317,0.358792,317,-0.554091,317,41.8366,317,0.265656,317,0.114335,317,17.7377,317,101773,317,1866.89,317,24.6536,317
33.5750,118.4250,108,0.143288,108,-0.777112,108,39.1582,108,0.273372,108,0.0933459,108,15.194,108,101587,108,1870.54,108,20.0332,108
33.5750,118.6750,62,0.744064,62,-0.98805,62,40.2265,62,0.246422,62,0.112753,62,15.5799,62,101830,62,1866.75,62,24.5029,62
33.5750,118.9250,170,0.504865,170,-1.25545,170,40.5749,170,0.255766,170,0.106503,170,12.0115,170,101882,170,1866.79,170,23.7601,170
33.5750,119.1750,218,0.62077,218,-0.911155,218,43.0332,218,0.249921,218,0.104877,218,7.26965,218,101940,218,1867.77,218,24.4374,218
33.5750,119.4250,234,0.600484,234,-0.681951,234,38.7497,234,0.274078,234,0.0895161,234,5.08078,234,101749,234,1866.83,234,22.4125,234
33.5750,119.6750,217,0.528878,217,-1.17957,217,41.6926,217,0.242801,217,0.0855759,217,8.06688,217,101827,217,1866.38,217,25.6178,217
33.5750,119.9250,207,0.642077,207,-1.09267,207,42.9032,207,0.254597,207,0.0902595,207,8.70924,207,101844,207,1865.33,207,27.9045,207
33.5750,120.1750,169,1.03776,169,-0.609538,169,42.4957,169,0.247172,169,0.0992651,169,3.52681,169,101782,169,1865.77,169,30.1094,169
33.5750,120.4250,74,0.81074,74,-1.08835,74,41.709,74,0.250348,74,0.0946163,74,3.49448,74,101690,74,1866.57,74,30.9087,74
33.5750,120.6750,8,-0.581043,8,1.37958,8,37.4379,8,0.124523,8,0.0212898,8,0.776648,8,101728,8,1864.58,8,30.9466,8
33.5750,120.9250,1,0.517164,1,-3.50142,1,15.825,1,-0.0011572,1,-0.0463721,1,0,1,100209,1,1858.5,1,21.5567,1
33.5750,121.1750,11,-4.64769,11,7.83499,11,17.3944,11,0.0169101,11,-0.0399402,11,0,11,100750,11,1880.84,11,-30.318,11
33.5750,121.4250,18,-3.78438,18,6.34079,18,19.7017,18,0.0103528,18,-0.040771,18,0,18,100892,18,1880.14,18,-22.4474,18
33.5750,121.6750,32,-3.05865,32,6.46323,32,21.7574,32,0.0131492,32,-0.0392496,32,0,32,100855,32,1878.34,32,-23.0364,32
33.5750,121.9250,56,-3.13621,56,5.78956,56,20.4851,56,0.0198122,56,-0.0328888,56,0,56,100831,56,1869.49,56,-13.9727,56
33.5750,122.1750,49,-2.33508,49,4.76021,49,20.2684,49,0.0248698,49,-0.0218047,49,0,49,100913,49,1862.52,49,0.114709,49
33.5750,122.4250,36,-1.92975,36,5.19435,36,20.7089,36,0.0191371,36,-0.032144,36,0,36,100948,36,1867.98,36,-1.00759,36
33.3250,114.9250,306,0.664826,306,0.326776,306,41.8182,306,0.244533,306,0.131604,306,41.2651,306,101366,306,1869.83,306,22.3182,306
33.3250,115.1750,317,0.400728,317,0.225403,317,42.2876,317,0.248502,317,0.128965,317,40.5492,317,101417,317,1869.67,317,24.0489,317
33.3250,115.4250,325,0.386693,325,-0.00550267,325,43.3917,325,0.237986,325,0.127234,325,36.8888,325,101528,325,1869.49,325,23.3317,325
33.3250,115.6750,339,0.396797,339,0.0609555,339,43.5698,339,0.232358,339,0.125803,339,33.3759,339,101587,339,1867.91,339,23.8474,339
33.3250,115.9250,347,0.401647,347,-0.0479004,347,44.5353,347,0.23728,347,0.133959,347,30.6611,347,101657,347,1867.43,347,26.4711,347
33.3250,116.1750,336,0.441023,336,0.0245925,336,43.3212,336,0.24615,336,0.138714,336,30.247,336,101588,336,1867.2,336,27.4524,336
33.3250,116.4250,372,0.310625,372,-0.151936,372,42.5543,372,0.254136,372,0.136483,372,28.8777,372,101607,372,1867.94,372,28.8386,372
33.3250,116.6750,341,0.394696,341,-0.360603,341,41.8037,341,0.259752,341,0.133499,341,26.5479,341,101578,341,1869.41,341,30.6279,341
33.3250,116.9250,365,0.525637,365,-0.181723,365,41.4545,365,0.254243,365,0.140031,365,24.0763,365,101568,365,1868.21,365,31.0002,365
33.3250,117.1750,357,0.514161,357,-0.146948,357,41.849,357,0.248301,357,0.137404,357,22.3253,357,101605,357,1867.85,357,31.1592,357
33.3250,117.4250,338,0.236263,338,-0.462822,338,40.8071,338,0.253651,338,0.13239,338,21.0568,338,101583,338,1868.33,338,29.4733,338
33.3250,117.6750,274,0.118222,274,-0.467225,274,40.7747,274,0.265047,274,0.121777,274,19.1493,274,101632,274,1868.66,274,26.3526,274
33.3250,117.9250,150,0.0836489,150,-0.954323,150,39.8062,150,0.273089,150,0.114167,150,21.6224,150,101529,150,1870.59,150,25.8354,150
33.3250,118.1750,135,-0.139181,135,-0.870886,135,39.8741,135,0.262412,135,0.102691,135,21.2241,135,101619,135,1869.67,135,22.9599,135
33.3250,118.4250,42,-0.0415069,42,-0.75228,42,40.3767,42,0.28508,42,0.0817996,42,14.9796,42,101655,42,1868.97,42,19.9207,42
33.3250,118.6750,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
33.3250,118.9250,53,1.08314,53,-1.19531,53,39.0498,53,0.300327,53,0.0755952,53,7.98806,53,101725,53,1869.75,53,31.8364,53
33.3250,119.1750,78,0.916619,78,-1.31957,78,42.3272,78,0.286578,78,0.0818084,78,5.04163,78,101876,78,1867.65,78,25.4431,78
33.3250,119.4250,167,1.13265,167,-1.16127,167,40.7371,167,0.270374,167,0.0764811,167,4.23574,167,101775,167,1867.21,167,23.927,167
33.3250,119.6750,183,0.511876,183,-0.843282,183,38.4651,183,0.230631,183,0.0618092,183,3.98753,183,101669,183,1869.41,183,21.4798,183
33.3250,119.9250,182,0.570329,182,-0.893759,182,40.0858,182,0.239587,182,0.0796517,182,4.75174,182,101756,182,1867.88,182,25.4351,182
33.3250,120.1750,154,1.17815,154,-1.03121,154,44.4708,154,0.221555,154,0.102677,154,2.1649,154,101991,154,1863.2,154,27.1377,154
33.3250,120.4250,166,1.18921,166,-0.616932,166,41.2557,166,0.247534,166,0.0988968,166,3.6165,166,101694,166,1864.78,166,28.0653,166
33.3250,120.6750,21,2.13896,21,-1.57154,21,42.7596,21,0.241602,21,0.0811539,21,3.59954,21,101575,21,1869.89,21,35.248,21
33.3250,120.9250,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
33.3250,121.1750,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
33.3250,121.4250,9,-4.8808,9,6.01901,9,17.4511,9,0.00977216,9,-0.0421131,9,0,9,100944,9,1880.77,9,-24.732,9
33.3250,121.6750,28,-3.55223,28,6.50187,28,20.9445,28,0.0172358,28,-0.0376509,28,0,28,100870,28,1878.69,28,-20.2666,28
33.3250,121.9250,43,-2.87381,43,5.85429,43,19.7011,43,0.0255067,43,-0.0292653,43,0,43,100929,43,1869.58,43,-14.9962,43
33.3250,122.1750,64,-2.0936,64,4.52287,64,19.4438,64,0.0176905,64,-0.0262107,64,0,64,100985,64,1863.89,64,-2.78733,64
33.3250,122.4250,43,-2.15692,43,5.63481,43,21.1176,43,0.0107617,43,-0.0348739,43,0,43,101123,43,1866.51,43,-6.41463,43
33.0750,114.9250,337,0.386364,337,0.0784115,337,43.3485,337,0.232188,337,0.13571,337,41.5263,337,101496,337,1869.7,337,25.1017,337
33.0750,115.1750,324,0.407006,324,-0.0910557,324,42.6557,324,0.238123,324,0.134918,324,38.6709,324,101484,324,1869.34,324,25.0266,324
33.0750,115.4250,352,0.190535,352,0.0819339,352,41.6632,352,0.247834,352,0.130426,352,35.2974,352,101448,352,1870.38,352,23.5488,352
33.0750,115.6750,330,0.204842,330,-0.0790244,330,42.8306,330,0.230411,330,0.130432,330,32.3721,330,101622,330,1867.55,330,27.1164,330
33.0750,115.9250,329,0.157748,329,0.0566428,329,43.5809,329,0.234002,329,0.141269,329,30.5286,329,101666,329,1867,329,28.6043,329
33.0750,116.1750,320,0.213998,320,-0.220146,320,44.6315,320,0.238012,320,0.139428,320,27.9004,320,101733,320,1868.7,320,28.2473,320
33.0750,116.4250,348,0.141229,348,-0.116442,348,43.6334,348,0.252054,348,0.13353,348,26.4878,348,101709,348,1867.76,348,29.298,348
33.0750,116.6750,374,0.126717,374,-0.276962,374,41.8167,374,0.256841,374,0.129739,374,24.6377,374,101623,374,1869.23,374,31.9128,374
33.0750,116.9250,198,0.124113,198,-0.511158,198,35.648,198,0.279615,198,0.101128,198,22.8901,198,101393,198,1870.76,198,24.2598,198
33.0750,117.1750,205,0.239829,205,-0.817702,205,38.4764,205,0.252536,205,0.114869,205,20.8005,205,101538,205,1869.49,205,28.1305,205
33.0750,117.4250,236,0.296177,236,-0.913955,236,40.5581,236,0.251949,236,0.109123,236,18.3726,236,101641,236,1868.84,236,29.1347,236
33.0750,117.6750,139,0.329617,139,-1.33068,139,39.3959,139,0.269492,139,0.0870342,139,17.2046,139,101530,139,1870.27,139,31.265,139
33.0750,117.9250,61,-0.00555482,61,-1.91323,61,38.6416,61,0.244453,61,0.0949186,61,22.2783,61,101495,61,1874.5,61,30.1141,61
33.0750,118.1750,67,-0.00574909,67,-1.05062,67,37.0916,67,0.254204,67,0.0902644,67,17.8416,67,101482,67,1870.18,67,26.1942,67
33.0750,118.4250,57,0.17983,57,-2.01573,57,40.9493,57,0.21306,57,0.0708077,57,19.0151,57,101740,57,1870.27,57,21.3458,57
33.0750,118.6750,49,1.10165,49,-1.16907,49,42.8089,49,0.251342,49,0.100451,49,24.346,49,101736,49,1865.01,49,21.2047,49
33.0750,118.9250,90,0.973871,90,-1.18401,90,38.8784,90,0.284486,90,0.0843276,90,11.7959,90,101773,90,1871.05,90,22.2056,90
33.0750,119.1750,64,0.10795,64,-0.513758,64,31.0109,64,0.268466,64,0.051414,64,5.66959,64,101330,64,1874.78,64,16.6614,64
33.0750,119.4250,116,0.740656,116,-1.07641,116,40.1238,116,0.260711,116,0.0754377,116,3.30808,116,101824,116,1869.14,116,20.9771,116
33.0750,119.6750,152,0.539642,152,-1.1985,152,40.2633,152,0.212449,152,0.0627241,152,3.26745,152,101881,152,1869.71,152,19.7671,152
33.0750,119.9250,139,0.95895,139,-0.99447,139,39.5092,139,0.185949,139,0.0654255,139,3.55285,139,101854,139,1867.41,139,25.3522,139
33.0750,120.1750,209,0.995375,209,-0.471032,209,37.6105,209,0.214085,209,0.07327,209,2.53201,209,101665,209,1867.08,209,24.6388,209
33.0750,120.4250,190,1.21085,190,-0.655021,190,40.692,190,0.254897,190,0.095529,190,2.40744,190,101838,190,1864.58,190,25.3932,190
33.0750,120.6750,99,1.4092,99,-0.984423,99,42.0647,99,0.256694,99,0.0914278,99,2.53132,99,101805,99,1865.31,99,25.2757,99
33.0750,120.9250,5,2.20933,5,-1.17944,5,44.1675,5,0.212897,5,0.0383254,5,1.59895,5,101757,5,1867.5,5,45.6199,5
33.0750,121.1750,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
33.0750,121.4250,7,-4.55342,7,6.12799,7,20.1682,7,0.018143,7,-0.0409397,7,0,7,100880,7,1880.44,7,-24.0462,7
33.0750,121.6750,28,-3.78242,28,6.71768,28,20.1207,28,0.022231,28,-0.0349469,28,0,28,100880,28,1877.73,28,-17.5252,28
33.0750,121.9250,42,-3.34801,42,6.72248,42,20.6329,42,0.0197987,42,-0.0335864,42,0,42,100865,42,1873.5,42,-14.6789,42
33.0750,122.1750,47,-2.47985,47,5.46903,47,20.2933,47,0.0156588,47,-0.0339644,47,0,47,100934,47,1865,47,-5.83868,47
33.0750,122.4250,45,-2.37582,45,2.67675,45,20.7136,45,0.00569241,45,-0.0335369,45,0,45,101290,45,1861.95,45,5.39193,45
32.8250,114.9250,285,0.152164,285,0.0896162,285,43.1858,285,0.245941,285,0.128612,285,41.7061,285,101521,285,1869.77,285,23.9717,285
32.8250,115.1750,332,0.0566957,332,0.0543484,332,42.3391,332,0.245005,332,0.126309,332,39.6089,332,101448,332,1871.51,332,22.551,332
32.8250,115.4250,347,0.123607,347,-0.0578463,347,43.227,347,0.238051,347,0.136206,347,35.8268,347,101561,347,1868.83,347,24.8355,347
32.8250,115.6750,321,-0.0351696,321,-0.0483351,321,43.165,321,0.234523,321,0.137726,321,31.9881,321,101638,321,1868.72,321,26.5125,321
32.8250,115.9250,345,-0.0912768,345,-0.15572,345,41.2056,345,0.238124,345,0.132844,345,28.9734,345,101583,345,1869.39,345,26.1515,345
32.8250,116.1750,224,-0.0276033,224,-0.271082,224,43.2508,224,0.237989,224,0.121351,224,27.2438,224,101745,224,1868.34,224,27.9774,224
32.8250,116.4250,177,-0.376247,177,-0.44334,177,42.7878,177,0.265832,177,0.0938032,177,25.29,177,101806,177,1869.48,177,32.5826,177
32.8250,116.6750,167,-0.0775208,167,-0.923335,167,37.7607,167,0.281907,167,0.080382,167,23.4708,167,101485,167,1874.15,167,28.8912,167
32.8250,116.9250,188,-0.0236974,188,-1.05093,188,36.5836,188,0.294866,188,0.0730611,188,22.5586,188,101362,188,1874.11,188,27.3919,188
32.8250,117.1750,145,0.616921,145,-1.66315,145,38.8374,145,0.245988,145,0.0937465,145,29.6515,145,101400,145,1871.44,145,29.717,145
32.8250,117.4250,243,-0.0113412,243,-1.0364,243,42.9498,243,0.225329,243,0.109481,243,52.4449,243,101441,243,1867.04,243,27.2198,243
32.8250,117.6750,223,0.220628,223,-1.27498,223,42.8646,223,0.235476,223,0.106061,223,38.5506,223,101563,223,1868.21,223,26.3274,223
32.8250,117.9250,142,0.131963,142,-1.05137,142,43.1461,142,0.221709,142,0.104544,142,37.9002,142,101628,142,1867.05,142,26.536,142
32.8250,118.1750,127,0.638576,127,-1.44187,127,43.1611,127,0.224992,127,0.101765,127,54.4711,127,101331,127,1868.11,127,23.9221,127
32.8250,118.4250,200,0.254612,200,-1.4902,200,42.7167,200,0.212873,200,0.0867325,200,88.1363,200,100873,200,1867.97,200,21.4129,200
32.8250,118.6750,189,0.559403,189,-1.70507,189,41.7288,189,0.227292,189,0.0900186,189,42.1078,189,101426,189,1869.28,189,18.4286,189
32.8250,118.9250,202,0.598787,202,-1.36305,202,41.2451,202,0.256195,202,0.0932569,202,18.9376,202,101744,202,1868.05,202,21.2161,202
32.8250,119.1750,7,1.04449,7,-1.71272,7,53.0496,7,0.207644,7,0.0962708,7,9.33953,7,102642,7,1863.16,7,28.5637,7
32.8250,119.4250,31,0.471025,31,-1.5461,31,45.8435,31,0.209485,31,0.071574,31,2.24683,31,102096,31,1867.4,31,20.3259,31
32.8250,119.6750,244,0.710053,244,-0.745211,244,43.0591,244,0.222705,244,0.077387,244,1.80209,244,102049,244,1866.92,244,22.3036,244
32.8250,119.9250,222,0.919342,222,-1.08521,222,43.744,222,0.221723,222,0.0796546,222,2.59531,222,102108,222,1865.28,222,26.0722,222
32.8250,120.1750,198,0.770359,198,-1.0496,198,42.1858,198,0.23852,198,0.0870058,198,1.8379,198,101962,198,1865.73,198,26.7136,198
32.8250,120.4250,181,0.966307,181,-0.70633,181,40.8708,181,0.25089,181,0.0990797,181,2.48872,181,101918,181,1865.94,181,24.5513,181
32.8250,120.6750,157,0.866428,157,-0.685078,157,42.2483,157,0.266005,157,0.0899177,157,3.59693,157,101856,157,1864.56,157,23.998,157
32.8250,120.9250,19,1.41964,19,-1.01935,19,47.7133,19,0.232888,19,0.0765026,19,3.74871,19,101994,19,1863.71,19,33.5747,19
32.8250,121.1750,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
32.8250,121.4250,2,-5.6108,2,5.66061,2,17.1603,2,0.018615,2,-0.0362695,2,0,2,100933,2,1879.22,2,-19.1794,2
32.8250,121.6750,26,-4.589,26,6.78215,26,21.301,26,0.0211932,26,-0.0344561,26,0,26,100784,26,1874.69,26,-18.6362,26
32.8250,121.9250,40,-3.96319,40,6.46601,40,21.6322,40,0.0129342,40,-0.0346965,40,0,40,100792,40,1871.47,40,-16.2931,40
32.8250,122.1750,49,-2.91616,49,5.3027,49,20.5736,49,0.0169085,49,-0.0350238,49,0,49,100854,49,1860.8,49,-3.30697,49
32.8250,122.4250,40,-2.40274,40,2.4056,40,20.3059,40,0.0103875,40,-0.0357933,40,0,40,101134,40,1864.38,40,-1.32015,40
32.5750,114.9250,298,0.0808576,298,-0.263228,298,41.625,298,0.263696,298,0.132003,298,43.2445,298,101368,298,1872.82,298,23.4775,298
32.5750,115.1750,345,0.117341,345,-0.0256738,345,42.6973,345,0.257509,345,0.126734,345,38.4654,345,101467,345,1871.44,345,21.2075,345
32.5750,115.4250,342,0.158671,342,-0.119846,342,42.8106,342,0.242695,342,0.125054,342,34.2926,342,101548,342,1869.73,342,25.0032,342
32.5750,115.6750,315,0.0232195,315,-0.244863,315,42.6959,315,0.244014,315,0.120911,315,31.3493,315,101554,315,1871.42,315,24.1985,315
32.5750,115.9250,226,0.0406632,226,-0.645118,226,40.7301,226,0.247811,226,0.10936,226,28.2832,226,101484,226,1874.36,226,23.7407,226
32.5750,116.1750,161,0.309757,161,-0.614271,161,38.5983,161,0.25628,161,0.104521,161,25.5974,161,101382,161,1873.87,161,28.4894,161
32.5750,116.4250,135,0.499135,135,-0.809996,135,39.0206,135,0.271094,135,0.0996918,135,22.9187,135,101417,135,1874.04,135,32.0928,135
32.5750,116.6750,105,0.570738,105,-0.982938,105,39.0807,105,0.269588,105,0.0952648,105,27.2791,105,101400,105,1871.88,105,35.2299,105
32.5750,116.9250,85,0.381359,85,-1.64,85,38.8643,85,0.233557,85,0.100436,85,41.8149,85,101147,85,1872.57,85,34.8832,85
32.5750,117.1750,171,0.446862,171,-1.34272,171,39.2369,171,0.246606,171,0.0989905,171,32.2349,171,101324,171,1872.31,171,31.6639,171
32.5750,117.4250,227,0.295473,227,-0.829327,227,42.5774,227,0.229931,227,0.10445,227,88.6066,227,100907,227,1867.64,227,27.5747,227
32.5750,117.6750,213,0.166734,213,-0.992398,213,43.107,213,0.212814,213,0.0998056,213,80.9025,213,101124,213,1868.17,213,24.2371,213
32.5750,117.9250,245,0.332931,245,-0.835668,245,43.8115,245,0.216615,245,0.107649,245,50.3062,245,101490,245,1866.55,245,24.5718,245
32.5750,118.1750,283,0.232655,283,-0.866398,283,43.1209,283,0.214196,283,0.0899733,283,81.803,283,101032,283,1865.46,283,22.5547,283
32.5750,118.4250,297,0.168349,297,-1.00053,297,43.6222,297,0.216483,297,0.0939365,297,77.2463,297,101067,297,1865.94,297,23.393,297
32.5750,118.6750,244,0.0813768,244,-1.10223,244,41.5542,244,0.228896,244,0.0937241,244,37.0135,244,101487,244,1868.55,244,18.3581,244
32.5750,118.9250,219,0.361175,219,-1.33646,219,41.4459,219,0.244675,219,0.0904077,219,32.3726,219,101575,219,1867.55,219,23.4045,219
32.5750,119.1750,218,0.205637,218,-1.57563,218,44.0063,218,0.234476,218,0.0983372,218,28.8382,218,101779,218,1867.12,218,23.4307,218
32.5750,119.4250,64,0.463904,64,-2.57586,64,46.6066,64,0.223732,64,0.0973746,64,15.8167,64,102204,64,1864.64,64,24.4149,64
32.5750,119.6750,247,0.34421,247,-0.947387,247,45.6878,247,0.246994,247,0.0865194,247,3.16985,247,102175,247,1866.2,247,23.513,247
32.5750,119.9250,248,0.548233,248,-1.082,248,45.7495,248,0.2154,248,0.0879358,248,2.61222,248,102168,248,1865.77,248,25.7112,248
32.5750,120.1750,203,0.95804,203,-1.01113,203,42.9843,203,0.22754,203,0.0876309,203,4.09073,203,101944,203,1866.12,203,28.3892,203
32.5750,120.4250,147,1.17849,147,-1.26656,147,43.1639,147,0.239633,147,0.100379,147,3.80123,147,101961,147,1865.95,147,28.2526,147
32.5750,120.6750,146,0.982597,146,-0.114191,146,40.961,146,0.262083,146,0.0944101,146,3.92806,146,101804,146,1864.9,146,25.4436,146
32.5750,120.9250,40,1.27734,40,-0.410818,40,45.8601,40,0.234642,40,0.0962388,40,3.33068,40,102132,40,1863.81,40,28.9843,40
32.5750,121.1750,2,1.03304,2,-0.993558,2,50.2851,2,0.169073,2,0.0433994,2,1.68922,2,102304,2,1862.06,2,53.858,2
32.5750,121.4250,3,-5.63412,3,6.80137,3,15.9766,3,0.0228383,3,-0.0406359,3,0,3,100879,3,1876.61,3,-22.6023,3
32.5750,121.6750,27,-4.42171,27,6.64979,27,20.3414,27,0.0176121,27,-0.0369274,27,0,27,100834,27,1873.49,27,-17.275,27
32.5750,121.9250,39,-3.48702,39,6.63688,39,20.9498,39,0.0207652,39,-0.0323814,39,0,39,100783,39,1866.16,39,-7.99212,39
32.5750,122.1750,47,-3.40975,47,6.86734,47,21.9729,47,0.013445,47,-0.0368207,47,0,47,100749,47,1868.26,47,-13.8458,47
32.5750,122.4250,26,-2.24768,26,5.4225,26,22.0275,26,0.0147225,26,-0.0329881,26,0,26,100984,26,1868.83,26,-12.2509,26
32.3250,114.9250,305,0.033628,305,-0.301343,305,40.6412,305,0.255761,305,0.128674,305,45.0381,305,101244,305,1873.08,305,23.8827,305
32.3250,115.1750,284,0.0305467,284,-0.191516,284,39.757,284,0.250465,284,0.112105,284,38.5962,284,101284,284,1873.19,284,20.4036,284
32.3250,115.4250,298,0.0345977,298,-0.157208,298,40.2786,298,0.233185,298,0.108235,298,37.0954,298,101364,298,1871.69,298,23.7567,298
32.3250,115.6750,296,-0.0375051,296,-0.176912,296,41.3137,296,0.233705,296,0.116329,296,38.1604,296,101416,296,1871.14,296,24.0199,296
32.3250,115.9250,236,0.011552,236,-0.568532,236,40.3169,236,0.237332,236,0.109187,236,41.3097,236,101321,236,1871.98,236,24.651,236
32.3250,116.1750,54,0.104461,54,-0.345914,54,38.3642,54,0.24856,54,0.0984359,54,32.7206,54,101232,54,1874.85,54,23.7382,54
32.3250,116.4250,40,0.606242,40,-0.618554,40,40.6562,40,0.239358,40,0.107432,40,28.4196,40,101427,40,1872.06,40,29.1662,40
32.3250,116.6750,86,0.221301,86,-0.487378,86,40.2804,86,0.269227,86,0.105756,86,25.459,86,101525,86,1870.32,86,29.9122,86
32.3250,116.9250,15,1.5042,15,-1.61923,15,31.6185,15,0.265526,15,0.0780314,15,35.7509,15,100640,15,1879.66,15,47.5497,15
32.3250,117.1750,221,0.288026,221,-1.00659,221,42.1931,221,0.229274,221,0.101245,221,39.0256,221,101463,221,1870.11,221,29.9289,221
32.3250,117.4250,264,0.253674,264,-0.7179,264,39.7591,264,0.230785,264,0.0977573,264,56.3371,264,101147,264,1869.95,264,28.8633,264
32.3250,117.6750,230,-0.00952537,230,-0.604679,230,39.4037,230,0.235781,230,0.0988882,230,49.186,230,101197,230,1870.8,230,21.1097,230
32.3250,117.9250,268,-0.0540371,268,-0.665903,268,42.3425,268,0.222716,268,0.0928747,268,71.6757,268,101102,268,1866.42,268,23.6118,268
32.3250,118.1750,243,0.0329384,243,-0.897367,243,43.9507,243,0.217668,243,0.0895419,243,71.0968,243,101213,243,1866.28,243,23.9076,243
32.3250,118.4250,187,-0.124734,187,-1.17249,187,43.9538,187,0.235965,187,0.100745,187,23.8467,187,101817,187,1867.5,187,26.0505,187
32.3250,118.6750,259,0.252354,259,-1.1411,259,42.787,259,0.234985,259,0.0947921,259,13.2171,259,101803,259,1868.33,259,26.9672,259
32.3250,118.9250,227,0.357462,227,-1.424,227,43.0642,227,0.235678,227,0.0868819,227,19.4553,227,101747,227,1868.04,227,25.974,227
32.3250,119.1750,153,0.301891,153,-1.84234,153,43.658,153,0.230161,153,0.0915623,153,26.2304,153,101724,153,1866.84,153,25.0537,153
32.3250,119.4250,133,0.341007,133,-2.33846,133,46.0466,133,0.208402,133,0.0978544,133,9.04353,133,102222,133,1865.37,133,24.2346,133
32.3250,119.6750,84,0.808045,84,-1.5645,84,48.6383,84,0.225847,84,0.0922685,84,4.76197,84,102312,84,1863.96,84,29.3096,84
32.3250,119.9250,165,0.472693,165,-1.45446,165,45.6189,165,0.22081,165,0.101355,165,4.9737,165,102209,165,1865.26,165,26.3834,165
32.3250,120.1750,233,0.817055,233,-0.84795,233,43.7561,233,0.238564,233,0.0963079,233,5.62325,233,101966,233,1865.21,233,27.0473,233
32.3250,120.4250,174,1.23383,174,-0.948808,174,43.8307,174,0.253432,174,0.0980564,174,4.91638,174,102001,174,1865.36,174,28.415,174
32.3250,120.6750,148,1.15658,148,-0.256004,148,41.8905,148,0.257623,148,0.0917135,148,4.45692,148,101814,148,1866.52,148,26.5973,148
32.3250,120.9250,131,1.33124,131,-0.405035,131,42.8455,131,0.25101,131,0.093675,131,4.28354,131,101987,131,1863.16,131,31.5361,131
