centre_lat,centre_lon,sounding_count,ch4_blended_ppb
28.5750,118.4250,197,1879.41
28.5750,118.6750,39,1880.25
28.5750,118.9250,0,
28.5750,119.1750,0,
28.5750,119.4250,2,1868.03
28.5750,119.6750,2,1891.81
28.5750,119.9250,3,1877.19
28.5750,120.1750,12,1883.03
28.5750,120.4250,0,
28.5750,120.6750,0,
28.5750,120.9250,0,
28.5750,121.1750,18,1891.05
28.5750,121.4250,29,1883.82
28.5750,121.6750,0,
28.5750,121.9250,3,1882.98
28.5750,122.1750,14,1842.57
28.5750,122.4250,18,1843.78
28.3250,114.9250,146,1885.84
28.3250,115.1750,172,1885.30
28.3250,115.4250,132,1888.78
28.3250,115.6750,80,1891.16
28.3250,115.9250,112,1889.40
28.3250,116.1750,82,1886.89
28.3250,116.4250,132,1886.29
28.3250,116.6750,154,1884.67
28.3250,116.9250,163,1877.07
28.3250,117.1750,128,1877.20
28.3250,117.4250,126,1877.07
28.3250,117.6750,125,1879.21
28.3250,117.9250,58,1880.44
28.3250,118.1750,126,1880.22
28.3250,118.4250,13,1882.04
28.3250,118.6750,0,
28.3250,118.9250,0,
28.3250,119.1750,0,
28.3250,119.4250,2,1869.06
28.3250,119.6750,9,1876.17
28.3250,119.9250,14,1873.66
28.3250,120.1750,0,
28.3250,120.4250,0,
28.3250,120.6750,0,
28.3250,120.9250,0,
28.3250,121.1750,0,
28.3250,121.4250,15,1883.22
28.3250,121.6750,0,
28.3250,121.9250,9,1849.58
28.3250,122.1750,12,1830.90
28.3250,122.4250,12,1835.77
28.0750,114.9250,112,1888.69
28.0750,115.1750,197,1887.67
28.0750,115.4250,134,1891.60
28.0750,115.6750,182,1895.10
28.0750,115.9250,167,1891.06
28.0750,116.1750,148,1888.69
28.0750,116.4250,153,1884.58
28.0750,116.6750,168,1883.73
28.0750,116.9250,147,1881.20
28.0750,117.1750,71,1880.18
28.0750,117.4250,9,1872.14
28.0750,117.6750,18,1881.38
28.0750,117.9250,10,1878.04
28.0750,118.1750,0,
28.0750,118.4250,13,1873.79
28.0750,118.6750,0,
28.0750,118.9250,0,
28.0750,119.1750,0,
28.0750,119.4250,0,
28.0750,119.6750,0,
28.0750,119.9250,0,
28.0750,120.1750,0,
28.0750,120.4250,0,
28.0750,120.6750,1,1900.91
28.0750,120.9250,0,
28.0750,121.1750,0,
28.0750,121.4250,6,1853.96
28.0750,121.6750,27,1852.14
28.0750,121.9250,26,1851.53
28.0750,122.1750,12,1830.17
28.0750,122.4250,8,1860.61
27.8250,114.9250,145,1888.93
27.8250,115.1750,190,1888.26
27.8250,115.4250,107,1895.88
27.8250,115.6750,31,1888.55
27.8250,115.9250,107,1885.91
27.8250,116.1750,156,1886.22
27.8250,116.4250,132,1885.05
27.8250,116.6750,164,1886.28
27.8250,116.9250,41,1886.92
27.8250,117.1750,1,1866.25
27.8250,117.4250,0,
27.8250,117.6750,0,
27.8250,117.9250,2,1895.53
27.8250,118.1750,0,
27.8250,118.4250,5,1875.99
27.8250,118.6750,12,1871.89
27.8250,118.9250,0,
27.8250,119.1750,0,
27.8250,119.4250,0,
27.8250,119.6750,0,
27.8250,119.9250,8,1877.57
27.8250,120.1750,0,
27.8250,120.4250,6,1878.33
27.8250,120.6750,4,1883.39
27.8250,120.9250,0,
27.8250,121.1750,4,1853.74
27.8250,121.4250,28,1848.55
27.8250,121.6750,33,1850.89
27.8250,121.9250,19,1848.89
27.8250,122.1750,17,1837.62
27.8250,122.4250,21,1844.62
27.5750,114.9250,165,1890.13
27.5750,115.1750,129,1891.85
27.5750,115.4250,105,1891.41
27.5750,115.6750,94,1886.39
27.5750,115.9250,54,1886.00
27.5750,116.1750,102,1886.81
27.5750,116.4250,30,1887.61
27.5750,116.6750,87,1888.08
27.5750,116.9250,15,1882.96
27.5750,117.1750,18,1876.32
27.5750,117.4250,10,1882.45
27.5750,117.6750,0,
27.5750,117.9250,40,1878.70
27.5750,118.1750,24,1876.19
27.5750,118.4250,0,
27.5750,118.6750,20,1872.84
27.5750,118.9250,0,
27.5750,119.1750,0,
27.5750,119.4250,0,
27.5750,119.6750,0,
27.5750,119.9250,0,
27.5750,120.1750,0,
27.5750,120.4250,23,1871.97
27.5750,120.6750,1,1824.54
27.5750,120.9250,5,1846.92
27.5750,121.1750,12,1846.23
27.5750,121.4250,43,1847.28
27.5750,121.6750,32,1844.63
27.5750,121.9250,14,1847.85
27.5750,122.1750,18,1853.33
27.5750,122.4250,18,1857.87
27.3250,114.9250,153,1885.85
27.3250,115.1750,71,1892.58
27.3250,115.4250,164,1884.84
27.3250,115.6750,145,1888.59
27.3250,115.9250,49,1884.30
27.3250,116.1750,10,1876.74
27.3250,116.4250,29,1882.87
27.3250,116.6750,118,1889.22
27.3250,116.9250,89,1873.80
27.3250,117.1750,8,1874.30
27.3250,117.4250,26,1882.41
27.3250,117.6750,7,1893.07
27.3250,117.9250,67,1882.44
27.3250,118.1750,82,1882.52
27.3250,118.4250,2,1892.79
27.3250,118.6750,0,
27.3250,118.9250,3,1845.94
27.3250,119.1750,26,1880.40
27.3250,119.4250,0,
27.3250,119.6750,0,
27.3250,119.9250,0,
27.3250,120.1750,1,1862.39
27.3250,120.4250,2,1863.12
27.3250,120.6750,8,1842.69
27.3250,120.9250,27,1841.10
27.3250,121.1750,37,1846.05
27.3250,121.4250,38,1848.89
27.3250,121.6750,21,1848.86
27.3250,121.9250,25,1856.16
27.3250,122.1750,15,1865.74
27.3250,122.4250,4,1862.03
27.0750,114.9250,131,1889.27
27.0750,115.1750,49,1888.91
27.0750,115.4250,136,1886.31
27.0750,115.6750,59,1884.13
27.0750,115.9250,2,1887.31
27.0750,116.1750,10,1883.32
27.0750,116.4250,67,1883.40
27.0750,116.6750,100,1886.77
27.0750,116.9250,21,1876.57
27.0750,117.1750,18,1876.92
27.0750,117.4250,8,1869.29
27.0750,117.6750,16,1876.48
27.0750,117.9250,6,1879.71
27.0750,118.1750,25,1872.96
27.0750,118.4250,24,1888.44
27.0750,118.6750,7,1867.97
27.0750,118.9250,6,1863.97
27.0750,119.1750,3,1871.52
27.0750,119.4250,0,
27.0750,119.6750,0,
27.0750,119.9250,0,
27.0750,120.1750,0,
27.0750,120.4250,7,1853.31
27.0750,120.6750,19,1865.69
27.0750,120.9250,21,1834.67
27.0750,121.1750,29,1839.74
27.0750,121.4250,33,1847.17
27.0750,121.6750,29,1846.31
27.0750,121.9250,11,1854.78
27.0750,122.1750,1,1837.09
27.0750,122.4250,2,1857.71
